location,districk,neighborhood,room,living_room,area,age,floor,price
İstanbul , Esenyurt , Yeşilkent Mah.,1,1,75,3,11,20000
İstanbul , Üsküdar , Bahçelievler Mah.,3,1,110,25,3,45000
İstanbul , Kağıthane , Harmantepe Mah.,1,1,65,12,4,16000
İstanbul , Beşiktaş , Nisbetiye Mah.,4,1,220,35,7,80000
İstanbul , Beşiktaş , Yıldız Mah.,2,1,110,31,2,75000
İstanbul , Sarıyer , Ayazağa Mah.,1,1,64,10,8,27000
İstanbul , Avcılar , Gümüşpala Mah.,3,1,140,14,2,30000
İstanbul , Sarıyer , Yeniköy Mah.,5,2,500,38,0,450000
İstanbul , Büyükçekmece , Mimaroba Mah.,3,1,141,22,8,28000
İstanbul , Kağıthane , Sultan Selim Mah.,2,1,85,28,4,18000
İstanbul , Şişli , Mecidiyeköy Mah.,1,1,122,15,2,120000
İstanbul , Beyoğlu , Ömer Avni Mah.,3,1,90,38,3,49000
İstanbul , Avcılar , Cihangir Mah.,3,1,140,25,3,16000
İstanbul , Beyoğlu , Hacıahmet Mah.,3,1,105,45,3,30000
İstanbul , Fatih , Akşemsettin Mah.,3,1,130,40,3,26000
İstanbul , Kağıthane , Çeliktepe Mah.,2,1,70,30,1,22000
İstanbul , Kağıthane , Hürriyet Mah.,2,1,80,30,2,20000
İstanbul , Kağıthane , Hamidiye Mah.,2,1,67,20,1,30000
İstanbul , Ümraniye , Necip Fazıl Mah.,1,1,65,5,1,25500
İstanbul , Çekmeköy , Mimar Sinan Mah.,2,1,95,11,3,25000
İstanbul , Beykoz , Akbaba Mah.,2,1,80,25,1,16000
İstanbul , Esenyurt , Mehterçeşme Mah.,2,1,95,4,1,12000
İstanbul , Avcılar , Ambarlı Mah.,2,1,95,25,3,15000
İstanbul , Kağıthane , Ortabayır Mah.,2,1,90,25,4,21000
İstanbul , Zeytinburnu , Yeşiltepe Mah.,2,1,90,30,3,21000
İstanbul , Eyüpsultan , Çırçır Mah.,2,1,65,5,-2,25000
İstanbul , Gaziosmanpaşa , Yeni Mahalle Mah.,2,1,85,25,1,15000
İstanbul , Fatih , Koca Mustafapaşa Mah.,1,1,55,30,-3,16000
İstanbul , Beylikdüzü , Yakuplu Mah.,2,1,120,0,1,21000
İstanbul , Beylikdüzü , Kavaklı Mah.,1,1,65,0,1,13500
İstanbul , Şişli , Merkez Mah.,1,1,92,8,21,55000
İstanbul , Ataşehir , İnönü Mah.,1,1,65,5,3,24000
İstanbul , Bahçelievler , Fevzi Çakmak Mah.,3,1,100,40,2,23000
İstanbul , Beykoz , Fatih Mah.,2,1,125,25,1,25000
İstanbul , Kağıthane , Seyrantepe Mah.,2,1,85,13,3,28000
İstanbul , Maltepe , Altayçeşme Mah.,2,1,75,0,1,32500
İstanbul , Kağıthane , Seyrantepe Mah.,1,0,40,14,3,30000
İstanbul , Pendik , Kaynarca Mah.,3,1,137,8,3,38000
İstanbul , Eyüpsultan , İslambey Mah.,1,1,75,0,6,25000
İstanbul , Küçükçekmece , Halkalı Merkez Mah.,1,1,79,10,1,26000
İstanbul , Beşiktaş , Türkali Mah.,1,1,65,40,4,27500
İstanbul , Zeytinburnu , Beştelsiz Mah.,2,1,120,123,8,40500
İstanbul , Şişli , Fulya Mah.,2,1,110,21,2,45000
İstanbul , Şişli , 19 Mayıs Mah.,2,1,153,18,3,95000
İstanbul , Şişli , Meşrutiyet Mah.,3,1,95,28,1,31000
İstanbul , Bakırköy , Ataköy 3-4-11. Kısım Mah.,3,1,130,0,5,72000
İstanbul , Kadıköy , Feneryolu Mah.,3,1,160,30,5,50000
İstanbul , Kağıthane , Gültepe Mah.,1,1,56,7,8,29750
İstanbul , Kağıthane , Gültepe Mah.,1,1,56,7,8,29750
İstanbul , Kadıköy , Merdivenköy Mah.,3,1,125,36,4,30000
İstanbul , Esenyurt , Üçevler Mah.,1,1,80,5,1,10000
İstanbul , Şişli , Harbiye Mah.,2,1,360,20,21,270000
İstanbul , Üsküdar , Bulgurlu Mah.,2,1,75,35,1,25000
İstanbul , Tuzla , Tepeören Mah.,4,1,330,16,0,225000
İstanbul , Şile , Ahmetli Mah.,5,1,295,2,0,250000
İstanbul , Beyoğlu , Şehit Muhtar Mah.,1,0,30,90,3,20000
İstanbul , Bayrampaşa , Yenidoğan Mah.,3,1,100,25,4,35000
İstanbul , Küçükçekmece , Cennet Mah.,2,1,110,40,2,20000
İstanbul , Sarıyer , Ferahevler Mah.,3,1,150,23,3,57500
İstanbul , Kadıköy , Zühtüpaşa Mah.,3,1,120,16,6,66000
İstanbul , Zeytinburnu , Telsiz Mah.,2,1,90,31,4,22500
İstanbul , Şişli , Gülbahar Mah.,2,1,75,28,1,35000
İstanbul , Kadıköy , Hasanpaşa Mah.,2,1,90,15,4,55000
İstanbul , Sarıyer , Maslak Mah.,3,1,170,14,17,85000
İstanbul , Sarıyer , Maslak Mah.,1,1,75,7,21,50000
İstanbul , Avcılar , Üniversite Mah.,3,1,110,12,3,22000
İstanbul , Esenyurt , Güzelyurt Mah.,1,1,50,8,6,13000
İstanbul , Kartal , Orhantepe Mah.,3,1,180,14,5,65000
İstanbul , Fatih , Mevlanakapı Mah.,1,1,65,35,5,15000
İstanbul , Üsküdar , İcadiye Mah.,1,1,66,18,1,24000
İstanbul , Esenyurt , Talatpaşa Mah.,2,1,85,10,1,11500
İstanbul , Güngören , Akıncılar Mah.,2,1,81,35,4,12500
İstanbul , Bağcılar , Mahmutbey Mah.,2,1,100,30,2,13000
İstanbul , Kadıköy , Rasimpaşa Mah.,4,2,165,60,3,60000
İstanbul , Beşiktaş , Ortaköy Mah.,2,1,50,50,1,35000
İstanbul , Esenyurt , Yeşilkent Mah.,2,1,95,8,1,15000
İstanbul , Beyoğlu , Kalyoncu Kulluğu Mah.,1,1,45,30,1,20500
İstanbul , Kağıthane , Emniyet Evleri Mah.,2,1,100,3,10,50000
İstanbul , Fatih , Ayvansaray Mah.,1,1,65,35,1,16000
İstanbul , Şişli , Fulya Mah.,1,1,55,25,3,18500
İstanbul , Ataşehir , İçerenköy Mah.,3,1,120,22,1,28500
İstanbul , Ümraniye , Aşağı Dudullu Mah.,3,1,95,20,3,22500
İstanbul , Şişli , Paşa Mah.,2,1,85,40,3,28000
İstanbul , Beşiktaş , Dikilitaş Mah.,1,0,50,6,5,30000
İstanbul , Kadıköy , Suadiye Mah.,2,1,90,35,1,52000
İstanbul , Beyoğlu , Kocatepe Mah.,1,1,50,50,1,15000
İstanbul , Ataşehir , Barbaros Mah.,1,1,73,17,10,35500
İstanbul , Başakşehir , Altınşehir Mah.,1,1,80,6,3,15000
İstanbul , Eyüpsultan , Göktürk Merkez Mah.,6,2,950,0,2,260000
İstanbul , Şişli , Gülbahar Mah.,1,1,50,20,1,12000
İstanbul , Kağıthane , Ortabayır Mah.,2,1,85,40,5,16000
İstanbul , Kadıköy , Eğitim Mah.,1,1,70,45,2,21100
İstanbul , Kağıthane , Emniyet Evleri Mah.,3,1,130,23,4,32500
İstanbul , Sancaktepe , Abdurrahmangazi Mah.,2,1,127,5,11,39500
İstanbul , Ataşehir , İçerenköy Mah.,3,1,130,30,1,32000
İstanbul , Şişli , Merkez Mah.,1,2,90,25,1,33000
İstanbul , Beşiktaş , Kültür Mah.,3,1,125,38,2,75000
İstanbul , Kağıthane , Şirintepe Mah.,1,1,65,15,1,21000
İstanbul , Sarıyer , Gümüşdere Mah.,2,1,100,13,0,350000
İstanbul , Avcılar , Denizköşkler Mah.,3,1,170,30,3,25000
İstanbul , Şişli , Teşvikiye Mah.,4,1,150,35,-1,52000
İstanbul , Gaziosmanpaşa , Merkez Mah.,2,1,110,15,3,25000
İstanbul , Fatih , Sümbül Efendi Mah.,2,1,75,40,2,17000
İstanbul , Eyüpsultan , Alibeyköy Mah.,2,1,80,8,1,20000
İstanbul , Üsküdar , Zeynep Kamil Mah.,2,1,90,33,3,24000
İstanbul , Ümraniye , Çamlık Mah.,3,0,120,25,5,33000
İstanbul , Çekmeköy , Sultançiftliği Mah.,1,1,92,17,6,42500
İstanbul , Ümraniye , Namık Kemal Mah.,2,1,75,10,1,27000
İstanbul , Kartal , Cevizli Mah.,1,1,85,10,12,35000
İstanbul , Küçükçekmece , Atakent Mah.,3,1,152,15,5,35000
İstanbul , Kadıköy , Göztepe Mah.,4,1,190,15,1,80000
İstanbul , Beykoz , Çiğdem Mah.,3,1,130,26,2,25000
İstanbul , Şişli , Fulya Mah.,2,1,90,30,3,28500
İstanbul , Kağıthane , Telsizler Mah.,2,1,85,10,1,23000
İstanbul , Sancaktepe , Sarıgazi Mah.,2,1,85,8,3,28500
İstanbul , Beşiktaş , Dikilitaş Mah.,2,1,75,0,-1,54000
İstanbul , Şişli , Cumhuriyet Mah.,1,1,105,10,6,57000
İstanbul , Sarıyer , Kumköy Mah.,5,2,488,12,0,165000
İstanbul , Beşiktaş , Cihannüma Mah.,3,1,120,58,3,60000
İstanbul , Kağıthane , Gültepe Mah.,2,1,110,2,13,35000
İstanbul , Üsküdar , Kandilli Mah.,4,1,240,25,1,130000
İstanbul , Esenyurt , Barbaros Hayrettin Paşa Mah.,1,1,70,10,4,20000
İstanbul , Şişli , Halide Edip Adıvar Mah.,2,1,115,25,1,25000
İstanbul , Beşiktaş , Ortaköy Mah.,1,1,60,8,2,53000
İstanbul , Beşiktaş , Levazım Mah.,4,1,145,38,4,65000
İstanbul , Pendik , Yenişehir Mah.,1,0,49,8,3,18000
İstanbul , Gaziosmanpaşa , Sarıgöl Mah.,1,1,70,5,10,26000
İstanbul , Bayrampaşa , Yıldırım Mah.,2,1,75,30,1,17500
İstanbul , Kağıthane , Hürriyet Mah.,1,0,19,7,3,16000
İstanbul , Ataşehir , İçerenköy Mah.,2,1,90,28,3,20000
İstanbul , Kağıthane , Çağlayan Mah.,2,1,85,30,3,18000
İstanbul , Bahçelievler , Hürriyet Mah.,5,2,180,30,5,30000
İstanbul , Kartal , Atalar Mah.,1,1,65,6,4,30000
İstanbul , Beşiktaş , Muradiye Mah.,2,1,75,34,1,25000
İstanbul , Şişli , Paşa Mah.,2,1,80,20,3,25000
İstanbul , Kadıköy , Suadiye Mah.,3,1,120,32,1,42000
İstanbul , Esenyurt , Yeşilkent Mah.,2,1,85,1,15,21500
İstanbul , Beykoz , Kavacık Mah.,2,1,110,30,1,35000
İstanbul , Sultanbeyli , Adil Mah.,6,1,230,0,5,45000
İstanbul , Çekmeköy , Merkez Mah.,2,1,62,1,3,30000
İstanbul , Avcılar , Denizköşkler Mah.,3,1,160,30,4,25000
İstanbul , Kağıthane , Sultan Selim Mah.,2,1,80,19,3,25000
İstanbul , Beylikdüzü , Kavaklı Mah.,3,1,165,0,1,40000
İstanbul , Küçükçekmece , Atakent Mah.,2,1,80,22,5,25000
İstanbul , Küçükçekmece , Gültepe Mah.,2,1,85,26,1,16500
İstanbul , Şişli , Cumhuriyet Mah.,1,1,50,4,2,37000
İstanbul , Beşiktaş , Dikilitaş Mah.,1,1,55,32,1,18000
İstanbul , Beşiktaş , Nisbetiye Mah.,2,1,100,31,1,49000
İstanbul , Bahçelievler , Fevzi Çakmak Mah.,2,1,90,35,3,15000
İstanbul , Avcılar , Denizköşkler Mah.,1,1,70,3,1,18000
İstanbul , Küçükçekmece , Gültepe Mah.,2,1,90,26,1,18000
İstanbul , Kadıköy , Osmanağa Mah.,3,1,120,45,3,40000
İstanbul , Sarıyer , Maslak Mah.,1,1,85,15,3,50000
İstanbul , Avcılar , Mustafa Kemal Paşa Mah.,2,1,90,28,3,17000
İstanbul , Kağıthane , Çağlayan Mah.,2,1,99,8,1,18500
İstanbul , Eyüpsultan , Merkez Mah.,2,1,65,5,-1,17500
İstanbul , Esenyurt , Cumhuriyet Mah.,1,1,70,8,5,17500
İstanbul , Üsküdar , Çengelköy Mah.,4,1,200,0,6,70000
İstanbul , Bahçelievler , Bahçelievler Mah.,2,1,90,0,3,40000
İstanbul , Beşiktaş , Dikilitaş Mah.,2,1,95,0,5,80000
İstanbul , Bakırköy , Kartaltepe Mah.,3,1,120,31,3,40000
İstanbul , Küçükçekmece , Kemalpaşa Mah.,3,1,120,25,4,20000
İstanbul , Gaziosmanpaşa , Karlıtepe Mah.,2,1,100,11,3,24000
İstanbul , Silivri , Yeni Mah.,2,1,110,0,3,20000
İstanbul , Avcılar , Denizköşkler Mah.,2,1,85,26,2,19500
İstanbul , Silivri , Ortaköy Mah.,4,1,270,20,0,70000
İstanbul , Beyoğlu , Müeyyetzade Mah.,1,1,58,35,4,42000
İstanbul , Kağıthane , Ortabayır Mah.,2,1,100,1,5,50000
İstanbul , Bahçelievler , Siyavuşpaşa Mah.,2,1,100,7,2,28000
İstanbul , Kağıthane , Hürriyet Mah.,2,1,70,4,2,25000
İstanbul , Kağıthane , Seyrantepe Mah.,2,1,80,30,6,15000
İstanbul , Fatih , Koca Mustafapaşa Mah.,2,1,110,40,3,27000
İstanbul , Üsküdar , Kısıklı Mah.,2,1,80,0,1,30000
İstanbul , Eyüpsultan , Mimar Sinan Mah.,3,1,171,1,1,115000
İstanbul , Eyüpsultan , Rami Cuma Mah.,1,1,50,4,1,21500
İstanbul , Eyüpsultan , Göktürk Merkez Mah.,1,0,50,1,3,31000
İstanbul , Avcılar , Cihangir Mah.,3,1,170,19,5,20000
İstanbul , Zeytinburnu , Merkezefendi Mah.,2,1,80,12,1,25000
İstanbul , Fatih , Cerrahpaşa Mah.,2,1,90,40,1,16500
İstanbul , Fatih , Mevlanakapı Mah.,1,1,65,31,1,15000
İstanbul , Adalar , Heybeliada Mah.,2,1,110,35,1,50000
İstanbul , Üsküdar , Murat Reis Mah.,2,1,90,40,3,25000
İstanbul , Kağıthane , Çeliktepe Mah.,2,1,75,21,-1,14500
İstanbul , Şişli , Bozkurt Mah.,2,1,80,40,1,30000
İstanbul , Beyoğlu , Tomtom Mah.,1,1,80,50,4,55000
İstanbul , Gaziosmanpaşa , Sarıgöl Mah.,2,1,68,30,3,20000
İstanbul , Sarıyer , Uskumruköy Mah.,4,1,280,25,0,105000
İstanbul , Kadıköy , Rasimpaşa Mah.,2,1,75,40,3,30000
İstanbul , Şişli , Halaskargazi Mah.,1,1,70,40,4,40000
İstanbul , Maltepe , İdealtepe Mah.,3,1,130,1,3,62000
İstanbul , Beşiktaş , Bebek Mah.,3,1,200,30,1,250000
İstanbul , Kağıthane , Çeliktepe Mah.,1,1,55,26,3,15000
İstanbul , Kadıköy , Erenköy Mah.,3,1,110,0,9,80000
İstanbul , Beyoğlu , Kalyoncu Kulluğu Mah.,2,1,80,100,1,36000
İstanbul , Tuzla , Postane Mah.,3,1,130,0,6,36000
İstanbul , Şişli , Cumhuriyet Mah.,2,1,85,25,5,35000
İstanbul , Beyoğlu , Kamer Hatun Mah.,1,0,21,25,1,13000
İstanbul , Kağıthane , Ortabayır Mah.,1,1,65,3,1,40000
İstanbul , Şişli , Gülbahar Mah.,4,1,140,22,1,47500
İstanbul , Büyükçekmece , Atatürk Mah.,3,1,130,0,2,30000
İstanbul , Silivri , Piri Mehmet Paşa Mah.,2,1,140,30,2,25000
İstanbul , Kağıthane , Hürriyet Mah.,1,1,65,30,1,14000
İstanbul , Eyüpsultan , Güzeltepe Mah.,2,1,85,30,3,21500
İstanbul , Maltepe , Fındıklı Mah.,1,1,80,26,-1,13500
İstanbul , Esenyurt , Turgut Özal Mah.,2,1,75,13,4,20000
İstanbul , Kağıthane , Ortabayır Mah.,1,1,55,3,2,42000
İstanbul , Sarıyer , Tarabya Mah.,2,1,110,30,5,40000
İstanbul , Tuzla , Aydınlı Mah.,1,0,30,15,5,17500
İstanbul , Silivri , Gümüşyaka Mah.,3,1,100,31,4,12000
İstanbul , Bağcılar , Demirkapı Mah.,3,1,120,16,1,28000
İstanbul , Küçükçekmece , Gültepe Mah.,1,0,50,30,1,12000
İstanbul , Bakırköy , Ataköy 7-8-9-10. Kısım Mah.,1,1,67,4,18,38000
İstanbul , Başakşehir , Bahçeşehir 2. Kısım Mah.,3,1,135,22,6,38000
İstanbul , Beylikdüzü , Dereağzı Mah.,2,1,100,8,3,23000
İstanbul , Şişli , 19 Mayıs Mah.,1,1,55,15,1,25000
İstanbul , Esenler , Fatih Mah.,1,1,80,30,4,11000
İstanbul , Kadıköy , Kozyatağı Mah.,3,1,120,29,2,60000
İstanbul , Avcılar , Ambarlı Mah.,2,1,95,5,1,17500
İstanbul , Beylikdüzü , Kavaklı Mah.,2,1,80,5,3,15000
İstanbul , Güngören , Haznedar Mah.,2,1,100,35,4,20000
İstanbul , Kadıköy , Fenerbahçe Mah.,3,1,150,35,2,55000
İstanbul , Bahçelievler , Şirinevler Mah.,3,1,120,40,5,25000
İstanbul , Fatih , Mevlanakapı Mah.,2,1,75,45,2,14500
İstanbul , Beyoğlu , Ömer Avni Mah.,1,1,70,50,-1,25000
İstanbul , Ümraniye , Yukarı Dudullu Mah.,1,1,45,0,2,24000
İstanbul , Sarıyer , Kireçburnu Mah.,3,1,130,25,3,30000
İstanbul , Pendik , Çınardere Mah.,3,1,108,22,1,23500
İstanbul , Bahçelievler , Bahçelievler Mah.,2,1,88,35,1,24000
İstanbul , Beşiktaş , Akat Mah.,3,1,125,35,3,65000
İstanbul , Bakırköy , Yeşilköy Mah.,3,1,100,45,3,32000
İstanbul , Şişli , Merkez Mah.,3,1,145,32,1,45000
İstanbul , Esenyurt , Akevler Mah.,3,2,220,9,0,50000
İstanbul , Ümraniye , Atatürk Mah.,2,1,110,25,5,35000
İstanbul , Beyoğlu , Ömer Avni Mah.,4,1,180,50,3,120000
İstanbul , Ataşehir , Küçükbakkalköy Mah.,1,1,65,10,3,27500
İstanbul , Kağıthane , Harmantepe Mah.,2,1,111,20,4,18000
İstanbul , Beyoğlu , Çukur Mah.,1,0,45,40,4,27500
İstanbul , Beylikdüzü , Dereağzı Mah.,3,1,160,5,1,26500
İstanbul , Ataşehir , İçerenköy Mah.,3,1,100,30,1,27000
İstanbul , Beyoğlu , Firuzağa Mah.,2,1,85,60,-2,30000
İstanbul , Şişli , Mecidiyeköy Mah.,2,1,80,14,3,35000
İstanbul , Beşiktaş , Nisbetiye Mah.,1,1,80,40,1,32000
İstanbul , Başakşehir , Bahçeşehir 2. Kısım Mah.,2,1,100,20,1,20000
İstanbul , Beşiktaş , Akat Mah.,3,1,120,30,3,56000
İstanbul , Bahçelievler , Soğanlı Mah.,2,1,90,35,5,20000
İstanbul , Esenyurt , Güzelyurt Mah.,1,1,95,8,21,18000
İstanbul , Avcılar , Gümüşpala Mah.,2,1,95,28,3,19000
İstanbul , Beylikdüzü , Gürpınar Mah.,3,1,130,30,5,11000
İstanbul , Küçükçekmece , Mehmet Akif Mah.,2,1,80,28,2,15000
İstanbul , Kağıthane , Şirintepe Mah.,1,1,50,5,1,15000
İstanbul , Beylikdüzü , Yakuplu Mah.,2,1,135,10,6,32000
İstanbul , Sarıyer , İstinye Mah.,2,1,78,35,4,32500
İstanbul , Fatih , Seyyid Ömer Mah.,2,1,85,42,1,20500
İstanbul , Beykoz , Çubuklu Mah.,3,1,130,16,3,30000
İstanbul , Ataşehir , İçerenköy Mah.,2,1,75,10,3,20000
İstanbul , Çekmeköy , Çatalmeşe Mah.,5,1,300,26,1,80000
İstanbul , Fatih , Koca Mustafapaşa Mah.,1,2,85,45,2,20000
İstanbul , Şişli , Fulya Mah.,3,1,115,35,4,50000
İstanbul , Beyoğlu , Gümüşsuyu Mah.,2,1,150,10,0,90000
İstanbul , Beşiktaş , Yıldız Mah.,3,1,123,33,1,55000
İstanbul , Bağcılar , Demirkapı Mah.,2,1,95,7,3,25000
İstanbul , Şişli , Cumhuriyet Mah.,1,1,65,35,-1,17000
İstanbul , Esenyurt , Gökevler Mah.,3,1,150,26,7,17000
İstanbul , Bağcılar , Demirkapı Mah.,2,1,85,35,1,11000
İstanbul , Sarıyer , Maslak Mah.,1,0,65,5,13,40000
İstanbul , Kadıköy , Eğitim Mah.,1,1,70,45,3,19500
İstanbul , Büyükçekmece , Güzelce Mah.,2,1,120,20,1,20000
İstanbul , Beşiktaş , Etiler Mah.,2,1,115,40,4,50000
İstanbul , Bağcılar , Yenigün Mah.,3,1,110,30,4,13000
İstanbul , Bahçelievler , Siyavuşpaşa Mah.,2,1,85,6,1,20500
İstanbul , Eyüpsultan , İslambey Mah.,4,2,175,14,5,23250
İstanbul , Fatih , Seyyid Ömer Mah.,2,1,65,35,2,15000
İstanbul , Şişli , Gülbahar Mah.,2,1,92,25,5,27000
İstanbul , Sarıyer , Huzur Mah.,3,1,100,30,5,47000
İstanbul , Küçükçekmece , Cumhuriyet Mah.,2,1,90,25,1,17000
İstanbul , Küçükçekmece , Kanarya Mah.,3,1,135,0,5,26500
İstanbul , Maltepe , Aydınevler Mah.,2,1,110,22,1,27750
İstanbul , Kartal , Cumhuriyet Mah.,2,1,95,27,5,20800
İstanbul , Fatih , Seyyid Ömer Mah.,2,1,85,40,4,21000
İstanbul , Çekmeköy , Alemdağ Mah.,2,1,90,6,1,25000
İstanbul , Küçükçekmece , Atakent Mah.,1,1,94,5,12,32500
İstanbul , Üsküdar , Güzeltepe Mah.,2,1,100,35,3,22000
İstanbul , Beykoz , İncirköy Mah.,3,1,130,30,3,30000
İstanbul , Esenyurt , Gökevler Mah.,2,1,96,8,14,25000
İstanbul , Sarıyer , Zekeriyaköy Mah.,4,2,400,16,0,210000
İstanbul , Tuzla , Postane Mah.,6,2,450,30,0,160000
İstanbul , Kadıköy , Kozyatağı Mah.,3,1,140,25,1,43000
İstanbul , Çekmeköy , Nişantepe Mah.,1,1,55,0,4,18000
İstanbul , Kağıthane , Ortabayır Mah.,2,1,130,5,1,20000
İstanbul , Kadıköy , Merdivenköy Mah.,2,1,70,0,1,41000
İstanbul , Eyüpsultan , Göktürk Merkez Mah.,4,1,210,20,1,135000
İstanbul , Şişli , Mecidiyeköy Mah.,3,1,120,35,3,30000
İstanbul , Kağıthane , Gültepe Mah.,2,1,70,4,3,22000
İstanbul , Beşiktaş , Nisbetiye Mah.,6,1,600,4,21,700000
İstanbul , Maltepe , Zümrütevler Mah.,1,1,45,7,1,14000
İstanbul , Kağıthane , Emniyet Evleri Mah.,1,1,50,30,1,12000
İstanbul , Kağıthane , Gürsel Mah.,2,1,90,30,3,23000
İstanbul , Avcılar , Cihangir Mah.,2,1,120,10,1,25000
İstanbul , Küçükçekmece , Cumhuriyet Mah.,2,1,80,0,1,23000
İstanbul , Kadıköy , Caddebostan Mah.,3,1,150,30,3,75000
İstanbul , Şişli , Kuştepe Mah.,2,1,85,20,7,15000
İstanbul , Şişli , Paşa Mah.,2,1,85,31,2,20000
İstanbul , Esenler , Birlik Mah.,2,1,85,16,1,20000
İstanbul , Şişli , Mecidiyeköy Mah.,3,1,150,12,7,65000
İstanbul , Bakırköy , Yenimahalle Mah.,1,1,70,45,4,22000
İstanbul , Bağcılar , Bağlar Mah.,2,1,120,0,12,34000
İstanbul , Sarıyer , Maslak Mah.,2,1,110,14,4,65000
İstanbul , Beykoz , Paşabahçe Mah.,2,1,110,30,3,23000
İstanbul , Maltepe , Feyzullah Mah.,4,1,120,30,1,13000
İstanbul , Şişli , Meşrutiyet Mah.,2,1,90,26,1,57000
İstanbul , Kadıköy , Bostancı Mah.,2,1,95,37,8,32000
İstanbul , Kağıthane , Sultan Selim Mah.,2,1,90,10,5,23000
İstanbul , Maltepe , Bağlarbaşı Mah.,3,1,120,10,3,40000
İstanbul , Avcılar , Üniversite Mah.,3,1,110,10,4,22000
İstanbul , Şişli , Merkez Mah.,2,1,95,30,3,95000
İstanbul , Kağıthane , Harmantepe Mah.,2,1,95,20,1,25000
İstanbul , Beşiktaş , Dikilitaş Mah.,3,1,160,20,5,45000
İstanbul , Bayrampaşa , Yıldırım Mah.,3,1,135,28,3,25000
İstanbul , Beykoz , Paşabahçe Mah.,3,1,150,25,4,40000
İstanbul , Küçükçekmece , Söğütlü Çeşme Mah.,2,1,75,27,1,10000
İstanbul , Kağıthane , Yeşilce Mah.,2,1,90,5,1,15000
İstanbul , Bahçelievler , Şirinevler Mah.,2,1,85,40,4,27000
İstanbul , Esenyurt , Mehterçeşme Mah.,2,1,100,13,1,12000
İstanbul , Pendik , Fevzi Çakmak Mah.,3,1,145,9,1,45000
İstanbul , Küçükçekmece , Yeşilova Mah.,2,1,85,25,1,9500
İstanbul , Bahçelievler , Soğanlı Mah.,4,1,150,19,4,30000
İstanbul , Esenyurt , Üçevler Mah.,1,1,70,10,9,15000
İstanbul , Esenler , Fevzi Çakmak Mah.,3,1,130,26,2,17000
İstanbul , Eyüpsultan , Akşemsettin Mah.,2,1,75,15,-1,18000
İstanbul , Ataşehir , İçerenköy Mah.,3,1,135,27,1,30000
İstanbul , Küçükçekmece , Atakent Mah.,1,1,55,28,3,17000
İstanbul , Üsküdar , Çengelköy Mah.,3,1,135,0,3,58000
İstanbul , Fatih , Yedikule Mah.,3,1,170,50,0,30000
İstanbul , Silivri , Mimar Sinan Mah.,4,1,290,12,0,50000
İstanbul , Şişli , İzzet Paşa Mah.,3,1,140,39,3,28000
İstanbul , Kartal , Kordonboyu Mah.,1,1,71,5,8,45400
İstanbul , Üsküdar , Sultantepe Mah.,2,1,75,24,1,25000
İstanbul , Kağıthane , Seyrantepe Mah.,2,1,110,35,1,14000
İstanbul , Ataşehir , Esatpaşa Mah.,2,1,70,12,1,20500
İstanbul , Küçükçekmece , İnönü Mah.,2,1,70,0,2,19000
İstanbul , Fatih , Koca Mustafapaşa Mah.,1,1,75,30,2,16500
İstanbul , Bahçelievler , Yenibosna Merkez Mah.,3,1,156,5,11,70000
İstanbul , Silivri , Yeni Mah.,2,1,110,0,2,21000
İstanbul , Üsküdar , Sultantepe Mah.,1,1,70,30,3,20000
İstanbul , Başakşehir , Altınşehir Mah.,2,1,85,4,4,12000
İstanbul , Kağıthane , Merkez Mah.,1,1,60,5,2,20000
İstanbul , Kağıthane , Ortabayır Mah.,3,1,130,25,3,45000
İstanbul , Beyoğlu , Kılıçali Paşa Mah.,1,1,75,130,2,70000
İstanbul , Beşiktaş , Vişnezade Mah.,3,1,262,15,9,300000
İstanbul , Şişli , Feriköy Mah.,3,1,115,40,-1,37000
İstanbul , Şişli , 19 Mayıs Mah.,2,1,72,24,2,20000
İstanbul , Silivri , Selimpaşa Mah.,3,1,125,27,1,22000
İstanbul , Gaziosmanpaşa , Barbaros Hayrettinpaşa Mah.,4,1,145,30,5,23000
İstanbul , Bahçelievler , Soğanlı Mah.,3,1,115,24,4,23000
İstanbul , Şişli , Mecidiyeköy Mah.,1,1,55,7,3,22000
İstanbul , Kağıthane , Şirintepe Mah.,2,1,90,7,3,23000
İstanbul , Beykoz , Soğuksu Mah.,1,1,70,25,2,18000
İstanbul , Sarıyer , Cumhuriyet Mah.,2,1,100,27,2,25000
İstanbul , Sancaktepe , Mevlana Mah.,1,1,75,6,1,13000
İstanbul , Esenler , Kazım Karabekir Mah.,2,1,100,28,2,20000
İstanbul , Bahçelievler , Şirinevler Mah.,2,1,100,35,3,17000
İstanbul , Sarıyer , Ferahevler Mah.,5,1,299,23,3,90000
İstanbul , Kadıköy , Osmanağa Mah.,1,0,25,30,4,6000
İstanbul , Sarıyer , Pınar Mah.,5,1,330,10,5,325000
İstanbul , Kağıthane , Ortabayır Mah.,1,1,55,3,5,42000
İstanbul , Fatih , Derviş Ali Mah.,2,1,85,35,1,20000
İstanbul , Zeytinburnu , Yeşiltepe Mah.,2,1,70,29,1,12500
İstanbul , Küçükçekmece , Atakent Mah.,1,1,74,10,16,33000
İstanbul , Tuzla , Şifa Mah.,2,1,110,15,6,12000
İstanbul , Kadıköy , Kozyatağı Mah.,3,1,110,35,5,45000
İstanbul , Şişli , Feriköy Mah.,1,1,65,5,2,39500
