location,districk,neighborhood,room,living_room,area,age,floor,price,base_score,score_with_bonus,score
İstanbul , Bakırköy , Şenlikköy Mah.,5,1,220,4,3,105000,0.004543577034283354,0.10454357703428335,0.095
İstanbul , Beykoz , Kavacık Mah.,5,1,160,25,3,12000,0.0005000108698015174,0.0005000108698015174,0.0
İstanbul , Şişli , Feriköy Mah.,2,1,80,15,3,45000,0.0019348246701015239,0.10193482467010152,0.093
İstanbul , Sarıyer , Zekeriyaköy Mah.,1,1,65,8,3,50000,0.00215222070045001,0.10215222070045002,0.093
İstanbul , Sarıyer , Zekeriyaköy Mah.,6,1,450,26,0,185000,0.008021913519859127,0.10802191351985913,0.098
İstanbul , Beşiktaş , Levazım Mah.,2,1,169,5,10,275000,0.011935042066131872,0.11193504206613188,0.102
İstanbul , Beşiktaş , Yıldız Mah.,2,1,105,30,1,58000,0.002500054349007587,0.1025000543490076,0.093
İstanbul , Bakırköy , Şenlikköy Mah.,4,1,200,28,3,90000,0.0038913889432378966,0.1038913889432379,0.094
İstanbul , Beşiktaş , Levazım Mah.,5,1,325,0,17,260000,0.011282853975086415,0.11128285397508642,0.101
İstanbul , Bayrampaşa , Cevatpaşa Mah.,2,1,100,25,1,14500,0.0006087088849757603,0.0006087088849757603,0.001
İstanbul , Sarıyer , Huzur Mah.,3,1,198,5,21,85000,0.003673992912889411,0.10367399291288942,0.094
İstanbul , Sarıyer , Maslak Mah.,2,1,165,7,5,75000,0.003239200852192439,0.10323920085219244,0.094
İstanbul , Kartal , Orhantepe Mah.,2,1,90,21,1,21000,0.000891323724428792,0.000891323724428792,0.001
İstanbul , Sarıyer , Bahçeköy Merkez Mah.,1,0,20,20,-1,7000,0.0002826148394530316,0.10028261483945304,0.091
İstanbul , Beşiktaş , Etiler Mah.,1,1,65,45,3,45000,0.0019348246701015239,0.10193482467010152,0.093
İstanbul , Şişli , Mecidiyeköy Mah.,2,1,75,5,2,32000,0.0013695949911954608,0.10136959499119547,0.092
İstanbul , Kağıthane , Yahya Kemal Mah.,1,1,55,35,2,11500,0.0004782712667666688,0.0004782712667666688,0.0
İstanbul , Beykoz , Rüzgarlıbahçe Mah.,2,1,110,20,2,26000,0.0011087197547772778,0.0011087197547772778,0.001
İstanbul , Ataşehir , İçerenköy Mah.,3,1,120,32,1,40000,0.001717428639753038,0.001717428639753038,0.002
İstanbul , Şişli , İnönü Mah.,1,0,50,26,3,19000,0.0008043653122893976,0.10080436531228941,0.092
İstanbul , Zeytinburnu , Veliefendi Mah.,1,1,80,25,-1,10000,0.0004130524576621231,0.0004130524576621231,0.0
İstanbul , Bakırköy , Şenlikköy Mah.,4,1,220,24,6,120000,0.005195765125328811,0.10519576512532881,0.096
İstanbul , Bakırköy , Şenlikköy Mah.,3,1,190,10,2,120000,0.005195765125328811,0.10519576512532881,0.096
İstanbul , Beşiktaş , Levent Mah.,2,1,248,5,17,145000,0.00628274527707124,0.10628274527707124,0.097
İstanbul , Şişli , Harbiye Mah.,2,1,90,20,2,28000,0.001195678166916672,0.10119567816691667,0.092
İstanbul , Bağcılar , Merkez Mah.,3,1,135,32,2,22000,0.0009348029304984891,0.0009348029304984891,0.001
İstanbul , Zeytinburnu , Sümer Mah.,2,1,85,3,2,8500,0.00034783364855757735,0.00034783364855757735,0.0
İstanbul , Esenyurt , Gökevler Mah.,2,1,100,5,1,18000,0.0007608861062197005,0.0007608861062197005,0.001
İstanbul , Sarıyer , Uskumruköy Mah.,7,1,580,10,0,560000,0.024326615795995564,0.12432661579599558,0.113
İstanbul , Şişli , Fulya Mah.,1,1,140,4,21,90000,0.0038913889432378966,0.1038913889432379,0.094
İstanbul , Fatih , Molla Gürani Mah.,1,1,75,34,1,20000,0.0008478445183590947,0.1008478445183591,0.092
İstanbul , Zeytinburnu , Kazlıçeşme Mah.,2,1,130,3,6,105000,0.004543577034283354,0.004543577034283354,0.004
İstanbul , Sarıyer , Huzur Mah.,3,1,183,6,14,109000,0.004717493858562143,0.10471749385856215,0.095
İstanbul , Sarıyer , Huzur Mah.,2,1,116,5,21,75000,0.003239200852192439,0.10323920085219244,0.094
İstanbul , Sarıyer , Maslak Mah.,4,1,246,7,3,110000,0.00476097306463184,0.10476097306463185,0.095
İstanbul , Başakşehir , Kayabaşı Mah.,3,1,198,12,2,36500,0.001565251418509098,0.001565251418509098,0.001
İstanbul , Beykoz , Kavacık Mah.,2,1,75,30,2,20000,0.0008478445183590947,0.0008478445183590947,0.001
İstanbul , Beşiktaş , Etiler Mah.,2,1,75,41,3,55000,0.0023696167307984957,0.1023696167307985,0.093
İstanbul , Beşiktaş , Nisbetiye Mah.,5,1,350,0,21,465000,0.020196091219374334,0.12019609121937434,0.109
İstanbul , Bakırköy , Kartaltepe Mah.,2,1,100,7,1,6500,0.00026087523641818303,0.10026087523641819,0.091
İstanbul , Esenyurt , Koza Mah.,1,1,68,5,2,12900,0.0005391421552642449,0.0005391421552642449,0.0
İstanbul , Kağıthane , Harmantepe Mah.,2,1,65,3,1,22000,0.0009348029304984891,0.0009348029304984891,0.001
İstanbul , Bakırköy , Şenlikköy Mah.,4,1,230,20,2,75000,0.003239200852192439,0.10323920085219244,0.094
İstanbul , Bakırköy , Şenlikköy Mah.,5,1,350,16,4,170000,0.00736972542881367,0.10736972542881368,0.098
İstanbul , Beyoğlu , Kuloğlu Mah.,2,1,85,50,1,130000,0.005630557186025783,0.10563055718602579,0.096
İstanbul , Beşiktaş , Levent Mah.,2,1,250,5,12,180000,0.007804517489510642,0.10780451748951064,0.098
İstanbul , Bağcılar , Güneşli Mah.,1,1,95,8,2,26000,0.0011087197547772778,0.0011087197547772778,0.001
İstanbul , Esenyurt , Örnek Mah.,2,1,120,2,-1,14000,0.0005869692819409117,0.0005869692819409117,0.001
İstanbul , Sarıyer , Kumköy Mah.,5,1,550,15,0,85000,0.003673992912889411,0.10367399291288942,0.094
İstanbul , Kağıthane , Emniyet Evleri Mah.,3,1,250,15,17,140000,0.0060653492467227545,0.0060653492467227545,0.006
İstanbul , Sarıyer , Maslak Mah.,3,1,218,7,21,90000,0.0038913889432378966,0.1038913889432379,0.094
İstanbul , Bakırköy , Şenlikköy Mah.,4,1,220,30,3,85000,0.003673992912889411,0.10367399291288942,0.094
İstanbul , Şişli , Eskişehir Mah.,2,1,120,31,4,38000,0.0016304702276136438,0.10163047022761365,0.092
İstanbul , Beşiktaş , Levazım Mah.,2,1,175,10,10,255000,0.01106545794473793,0.11106545794473793,0.101
İstanbul , Sarıyer , Maslak Mah.,2,1,165,8,21,140000,0.0060653492467227545,0.10606534924672276,0.096
İstanbul , Fatih , Koca Mustafapaşa Mah.,2,1,95,31,4,20000,0.0008478445183590947,0.1008478445183591,0.092
İstanbul , Zeytinburnu , Veliefendi Mah.,1,1,85,25,1,16000,0.0006739276940803061,0.0006739276940803061,0.001
İstanbul , Bakırköy , Şenlikköy Mah.,4,1,280,19,3,85000,0.003673992912889411,0.10367399291288942,0.094
İstanbul , Bakırköy , Şenlikköy Mah.,5,0,350,16,4,170000,0.00736972542881367,0.10736972542881368,0.098
İstanbul , Beşiktaş , Yıldız Mah.,1,1,60,30,1,21000,0.000891323724428792,0.1008913237244288,0.092
İstanbul , Beyoğlu , Kuloğlu Mah.,1,0,45,45,3,20000,0.0008478445183590947,0.1008478445183591,0.092
İstanbul , Şişli , Gülbahar Mah.,1,1,50,5,4,22000,0.0009348029304984891,0.10093480293049849,0.092
İstanbul , Kağıthane , Emniyet Evleri Mah.,1,1,150,5,13,75000,0.003239200852192439,0.003239200852192439,0.003
İstanbul , Beykoz , Kavacık Mah.,2,1,140,25,2,40000,0.001717428639753038,0.001717428639753038,0.002
İstanbul , Sarıyer , Uskumruköy Mah.,4,3,380,11,0,140000,0.0060653492467227545,0.10606534924672276,0.096
İstanbul , Sarıyer , Maslak Mah.,1,1,85,10,6,50000,0.00215222070045001,0.10215222070045002,0.093
İstanbul , Esenler , Kemer Mah.,2,1,90,11,1,20000,0.0008478445183590947,0.0008478445183590947,0.001
İstanbul , Sarıyer , Maslak Mah.,3,1,177,7,5,70000,0.003021804821843953,0.10302180482184396,0.094
İstanbul , Ataşehir , Aşıkveysel Mah.,1,0,60,5,2,23500,0.0010000217396030349,0.0010000217396030349,0.001
İstanbul , Ataşehir , Örnek Mah.,1,1,75,25,3,18000,0.0007608861062197005,0.0007608861062197005,0.001
İstanbul , Şişli , Mecidiyeköy Mah.,2,1,95,9,-2,16000,0.0006739276940803061,0.10067392769408032,0.092
İstanbul , Bakırköy , Şenlikköy Mah.,3,1,180,22,1,60000,0.0025870127611469815,0.10258701276114698,0.093
İstanbul , Pendik , Yeni Mah.,2,1,80,21,1,21000,0.000891323724428792,0.000891323724428792,0.001
İstanbul , Bakırköy , Şenlikköy Mah.,4,1,250,23,1,95000,0.004108784973586382,0.10410878497358639,0.095
İstanbul , Beykoz , Acarlar Mah.,8,3,600,5,1,850000,0.036935585556207746,0.036935585556207746,0.034
İstanbul , Kağıthane , Hamidiye Mah.,1,1,120,1,8,40000,0.001717428639753038,0.001717428639753038,0.002
İstanbul , Sarıyer , Uskumruköy Mah.,3,1,220,4,1,175000,0.007587121459162156,0.10758712145916216,0.098
İstanbul , Beşiktaş , Akat Mah.,4,1,240,31,8,250000,0.010848061914389443,0.11084806191438945,0.101
İstanbul , Beykoz , Gümüşsuyu Mah.,2,1,90,30,2,20000,0.0008478445183590947,0.0008478445183590947,0.001
İstanbul , Şişli , Teşvikiye Mah.,2,1,160,1,13,130000,0.005630557186025783,0.10563055718602579,0.096
İstanbul , Sarıyer , Uskumruköy Mah.,4,1,222,9,0,150000,0.006500141307419727,0.10650014130741974,0.097
İstanbul , Kağıthane , Çağlayan Mah.,1,1,50,5,1,25000,0.0010652405487075805,0.0010652405487075805,0.001
İstanbul , Sarıyer , Huzur Mah.,2,1,116,6,15,55000,0.0023696167307984957,0.1023696167307985,0.093
İstanbul , Güngören , Merkez Mah.,2,1,80,26,2,21000,0.000891323724428792,0.000891323724428792,0.001
İstanbul , Sarıyer , Maslak Mah.,1,1,84,7,21,47000,0.002021783082240918,0.10202178308224093,0.093
İstanbul , Zeytinburnu , Beştelsiz Mah.,2,1,85,21,2,15000,0.000630448488010609,0.000630448488010609,0.001
İstanbul , Bakırköy , Şenlikköy Mah.,4,2,250,25,3,105000,0.004543577034283354,0.10454357703428335,0.095
İstanbul , Sarıyer , Kireçburnu Mah.,3,1,160,13,1,100000,0.004326181003934868,0.10432618100393487,0.095
İstanbul , Adalar , Nizam Mah.,3,1,130,31,5,75000,0.003239200852192439,0.003239200852192439,0.003
İstanbul , Küçükçekmece , Cennet Mah.,2,1,120,10,5,40000,0.001717428639753038,0.001717428639753038,0.002
İstanbul , Fatih , Ayvansaray Mah.,1,0,22,16,2,20000,0.0008478445183590947,0.1008478445183591,0.092
İstanbul , Sarıyer , Maslak Mah.,1,1,84,7,3,55000,0.0023696167307984957,0.1023696167307985,0.093
İstanbul , Avcılar , Ambarlı Mah.,3,1,180,40,5,21000,0.000891323724428792,0.000891323724428792,0.001
İstanbul , Beşiktaş , Gayrettepe Mah.,2,1,90,16,3,50000,0.00215222070045001,0.10215222070045002,0.093
İstanbul , Bakırköy , Şenlikköy Mah.,3,1,180,25,3,60000,0.0025870127611469815,0.10258701276114698,0.093
İstanbul , Beykoz , Kavacık Mah.,3,1,160,30,1,35000,0.0015000326094045523,0.0015000326094045523,0.001
İstanbul , Beşiktaş , Levazım Mah.,2,1,179,5,8,340000,0.014761190460662188,0.11476119046066219,0.104
İstanbul , Sarıyer , Demirciköy Mah.,5,1,300,26,0,120000,0.005195765125328811,0.10519576512532881,0.096
İstanbul , Sarıyer , Huzur Mah.,1,1,86,5,21,47000,0.002021783082240918,0.10202178308224093,0.093
İstanbul , Beşiktaş , Nisbetiye Mah.,5,1,346,0,16,285000,0.012369834126828844,0.11236983412682885,0.102
İstanbul , Bağcılar , Kirazlı Mah.,2,1,110,16,1,20000,0.0008478445183590947,0.0008478445183590947,0.001
İstanbul , Sarıyer , Maslak Mah.,3,1,170,10,16,80000,0.0034565968825409246,0.10345659688254093,0.094
İstanbul , Kadıköy , Kozyatağı Mah.,2,1,90,53,3,35000,0.0015000326094045523,0.10150003260940456,0.092
İstanbul , Beşiktaş , Ulus Mah.,3,1,175,23,1,140000,0.0060653492467227545,0.10606534924672276,0.096
İstanbul , Kağıthane , Hürriyet Mah.,2,1,100,3,4,37000,0.0015869910215439466,0.0015869910215439466,0.001
İstanbul , Şişli , Mecidiyeköy Mah.,1,1,65,4,4,25000,0.0010652405487075805,0.10106524054870758,0.092
İstanbul , Bakırköy , Şenlikköy Mah.,4,1,250,25,1,60000,0.0025870127611469815,0.10258701276114698,0.093
İstanbul , Fatih , Ayvansaray Mah.,1,0,22,16,1,16000,0.0006739276940803061,0.10067392769408032,0.092
İstanbul , Beşiktaş , Levent Mah.,3,1,260,5,15,150000,0.006500141307419727,0.10650014130741974,0.097
İstanbul , Bakırköy , Şenlikköy Mah.,3,1,160,20,3,85000,0.003673992912889411,0.10367399291288942,0.094
İstanbul , Şişli , Merkez Mah.,2,1,110,1,3,80000,0.0034565968825409246,0.10345659688254093,0.094
İstanbul , Sarıyer , Zekeriyaköy Mah.,5,2,375,27,0,200000,0.008674101610904586,0.10867410161090459,0.099
İstanbul , Şişli , Fulya Mah.,2,1,178,2,21,130000,0.005630557186025783,0.10563055718602579,0.096
İstanbul , Büyükçekmece , Fatih Mah.,1,1,90,9,3,19000,0.0008043653122893976,0.0008043653122893976,0.001
İstanbul , Beylikdüzü , Adnan Kahveci Mah.,4,2,320,10,0,75000,0.003239200852192439,0.003239200852192439,0.003
İstanbul , Ataşehir , Kayışdağı Mah.,1,1,45,8,6,27500,0.0011739385638818234,0.0011739385638818234,0.001
İstanbul , Bağcılar , 100. Yıl Mah.,2,1,90,28,4,14500,0.0006087088849757603,0.0006087088849757603,0.001
İstanbul , Sarıyer , Maslak Mah.,4,1,250,9,10,110000,0.00476097306463184,0.10476097306463185,0.095
İstanbul , Sarıyer , Maslak Mah.,2,1,130,8,11,70000,0.003021804821843953,0.10302180482184396,0.094
İstanbul , Beşiktaş , Nisbetiye Mah.,5,1,355,2,21,400000,0.01736994282484402,0.11736994282484403,0.107
İstanbul , Sarıyer , Huzur Mah.,1,1,86,6,11,55000,0.0023696167307984957,0.1023696167307985,0.093
İstanbul , Bakırköy , Basınköy Mah.,4,1,220,17,4,120000,0.005195765125328811,0.10519576512532881,0.096
İstanbul , Küçükçekmece , Gültepe Mah.,1,1,55,4,1,16000,0.0006739276940803061,0.0006739276940803061,0.001
İstanbul , Zeytinburnu , Yenidoğan Mah.,2,1,75,26,3,26000,0.0011087197547772778,0.0011087197547772778,0.001
İstanbul , Beykoz , Rüzgarlıbahçe Mah.,4,0,25,22,3,12500,0.0005217504728363661,0.0005217504728363661,0.0
İstanbul , Beykoz , Baklacı Mah.,7,3,750,11,0,160000,0.0069349333681166985,0.0069349333681166985,0.006
İstanbul , Kağıthane , Emniyet Evleri Mah.,2,1,250,5,8,165000,0.007152329398465184,0.007152329398465184,0.007
İstanbul , Sarıyer , Zekeriyaköy Mah.,3,1,250,18,0,110000,0.00476097306463184,0.10476097306463185,0.095
İstanbul , Beşiktaş , Levazım Mah.,2,1,179,5,9,260000,0.011282853975086415,0.11128285397508642,0.101
İstanbul , Kağıthane , Harmantepe Mah.,1,1,50,1,2,20000,0.0008478445183590947,0.0008478445183590947,0.001
İstanbul , Zeytinburnu , Çırpıcı Mah.,3,1,150,25,3,4000,0.00015217722124394008,0.00015217722124394008,0.0
İstanbul , Bakırköy , Şenlikköy Mah.,3,1,135,13,1,60000,0.0025870127611469815,0.10258701276114698,0.093
İstanbul , Şişli , Halaskargazi Mah.,2,1,200,2,4,96000,0.004152264179656079,0.10415226417965609,0.095
İstanbul , Sarıyer , Huzur Mah.,1,1,86,4,11,57000,0.00245657514293789,0.10245657514293789,0.093
İstanbul , Beyoğlu , Kalyoncu Kulluğu Mah.,1,1,75,50,1,23000,0.0009782821365681863,0.10097828213656819,0.092
İstanbul , Şişli , Mecidiyeköy Mah.,1,1,55,20,1,21000,0.000891323724428792,0.1008913237244288,0.092
İstanbul , Fatih , Ayvansaray Mah.,1,0,22,16,2,17000,0.0007174069001500032,0.10071740690015,0.092
İstanbul , Bakırköy , Şenlikköy Mah.,3,1,160,31,21,45000,0.0019348246701015239,0.10193482467010152,0.093
İstanbul , Sarıyer , Maslak Mah.,2,1,135,7,21,67000,0.0028913672036348617,0.10289136720363487,0.094
İstanbul , Esenler , Mimar Sinan Mah.,1,1,80,21,4,15000,0.000630448488010609,0.000630448488010609,0.001
İstanbul , Şişli , Teşvikiye Mah.,2,1,168,1,3,130000,0.005630557186025783,0.10563055718602579,0.096
İstanbul , Sarıyer , Uskumruköy Mah.,8,2,750,18,0,250000,0.010848061914389443,0.11084806191438945,0.101
İstanbul , Şişli , Cumhuriyet Mah.,1,1,76,6,1,48000,0.0020652622883106154,0.10206526228831062,0.093
İstanbul , Beşiktaş , Vişnezade Mah.,1,1,140,16,4,110000,0.00476097306463184,0.10476097306463185,0.095
İstanbul , Beykoz , Gümüşsuyu Mah.,2,1,100,30,4,23000,0.0009782821365681863,0.0009782821365681863,0.001
İstanbul , Bakırköy , Şenlikköy Mah.,4,1,260,15,3,110000,0.00476097306463184,0.10476097306463185,0.095
İstanbul , Beşiktaş , Nisbetiye Mah.,4,1,349,0,21,320000,0.013891606339268244,0.11389160633926824,0.104
İstanbul , Sarıyer , Huzur Mah.,1,1,86,6,21,60000,0.0025870127611469815,0.10258701276114698,0.093
İstanbul , Fatih , Ayvansaray Mah.,1,0,22,16,1,14000,0.0005869692819409117,0.10058696928194091,0.091
İstanbul , Şişli , Mecidiyeköy Mah.,2,1,70,5,1,27000,0.001152198960846975,0.10115219896084698,0.092
İstanbul , Kağıthane , Çağlayan Mah.,2,1,78,3,3,24500,0.0010435009456727321,0.0010435009456727321,0.001
İstanbul , Küçükçekmece , Tevfik Bey Mah.,2,1,85,0,1,25000,0.0010652405487075805,0.0010652405487075805,0.001
İstanbul , Sarıyer , Maslak Mah.,1,0,65,7,5,30000,0.0012826365790560665,0.10128263657905608,0.092
İstanbul , Bakırköy , Şenlikköy Mah.,4,1,230,24,3,80000,0.0034565968825409246,0.10345659688254093,0.094
İstanbul , Sarıyer , Kumköy Mah.,5,1,320,6,0,90000,0.0038913889432378966,0.1038913889432379,0.094
İstanbul , Beşiktaş , Nisbetiye Mah.,3,1,242,0,17,300000,0.013022022217874301,0.1130220222178743,0.103
İstanbul , Beşiktaş , Levent Mah.,2,1,280,5,21,175000,0.007587121459162156,0.10758712145916216,0.098
İstanbul , Beykoz , Fatih Mah.,2,1,75,18,5,31500,0.0013478553881606122,0.0013478553881606122,0.001
İstanbul , Sarıyer , Huzur Mah.,1,1,86,6,20,52500,0.0022609187156242528,0.10226091871562426,0.093
İstanbul , Beşiktaş , Nisbetiye Mah.,3,1,300,0,21,300000,0.013022022217874301,0.1130220222178743,0.103
İstanbul , Fatih , Ayvansaray Mah.,1,1,65,60,2,18000,0.0007608861062197005,0.10076088610621971,0.092
İstanbul , Şişli , Mecidiyeköy Mah.,2,1,80,21,3,20000,0.0008478445183590947,0.1008478445183591,0.092
İstanbul , Şişli , 19 Mayıs Mah.,2,1,150,8,5,35000,0.0015000326094045523,0.10150003260940456,0.092
İstanbul , Küçükçekmece , Yeşilova Mah.,2,1,110,26,3,20000,0.0008478445183590947,0.0008478445183590947,0.001
İstanbul , Sarıyer , Maslak Mah.,1,0,65,7,20,40000,0.001717428639753038,0.10171742863975304,0.092
İstanbul , Bakırköy , Şenlikköy Mah.,1,1,60,0,1,38000,0.0016304702276136438,0.10163047022761365,0.092
İstanbul , Sarıyer , Kumköy Mah.,5,2,650,15,0,295000,0.012804626187525816,0.11280462618752582,0.103
İstanbul , Kağıthane , Emniyet Evleri Mah.,1,1,125,11,20,80000,0.0034565968825409246,0.0034565968825409246,0.003
İstanbul , Beyoğlu , Kuloğlu Mah.,2,1,85,50,5,40000,0.001717428639753038,0.10171742863975304,0.092
İstanbul , Beşiktaş , Nisbetiye Mah.,4,1,349,0,18,300000,0.013022022217874301,0.1130220222178743,0.103
İstanbul , Kağıthane , Seyrantepe Mah.,3,1,240,3,6,90000,0.0038913889432378966,0.0038913889432378966,0.004
İstanbul , Fatih , Ayvansaray Mah.,1,0,28,16,1,15000,0.000630448488010609,0.10063044848801062,0.091
İstanbul , Sarıyer , Huzur Mah.,1,1,101,6,8,55000,0.0023696167307984957,0.1023696167307985,0.093
İstanbul , Bakırköy , Şenlikköy Mah.,3,1,165,25,3,70000,0.003021804821843953,0.10302180482184396,0.094
İstanbul , Sarıyer , Kumköy Mah.,4,1,330,11,0,180000,0.007804517489510642,0.10780451748951064,0.098
İstanbul , Beşiktaş , Nisbetiye Mah.,5,1,345,0,21,340000,0.014761190460662188,0.11476119046066219,0.104
İstanbul , Kağıthane , Emniyet Evleri Mah.,1,1,120,5,21,80000,0.0034565968825409246,0.0034565968825409246,0.003
İstanbul , Kağıthane , Gültepe Mah.,2,1,85,5,2,35000,0.0015000326094045523,0.0015000326094045523,0.001
İstanbul , Esenler , Birlik Mah.,2,1,90,30,1,12000,0.0005000108698015174,0.0005000108698015174,0.0
İstanbul , Sarıyer , Maslak Mah.,1,0,65,7,7,40000,0.001717428639753038,0.10171742863975304,0.092
İstanbul , Beyoğlu , Hüseyinağa Mah.,2,1,95,40,0,250000,0.010848061914389443,0.11084806191438945,0.101
İstanbul , Beşiktaş , Kültür Mah.,5,1,355,0,21,335000,0.014543794430313702,0.1145437944303137,0.104
İstanbul , Sarıyer , Huzur Mah.,4,1,204,6,4,125000,0.005413161155677297,0.10541316115567731,0.096
İstanbul , Bakırköy , Şenlikköy Mah.,3,1,133,0,3,90000,0.0038913889432378966,0.1038913889432379,0.094
İstanbul , Şişli , Fulya Mah.,1,1,116,4,14,90000,0.0038913889432378966,0.1038913889432379,0.094
İstanbul , Sarıyer , Uskumruköy Mah.,7,2,650,16,0,200000,0.008674101610904586,0.10867410161090459,0.099
İstanbul , Şişli , Kuştepe Mah.,1,0,20,1,1,12500,0.0005217504728363661,0.10052175047283637,0.091
İstanbul , Fatih , Derviş Ali Mah.,2,1,75,34,3,21500,0.0009130633274636405,0.10091306332746365,0.092
İstanbul , Beşiktaş , Levent Mah.,1,1,150,5,21,95000,0.004108784973586382,0.10410878497358639,0.095
İstanbul , Bakırköy , Şenlikköy Mah.,2,1,130,35,5,32000,0.0013695949911954608,0.10136959499119547,0.092
İstanbul , Sarıyer , Maslak Mah.,4,1,255,10,3,125000,0.005413161155677297,0.10541316115567731,0.096
İstanbul , Esenler , Kemer Mah.,2,1,100,25,4,13000,0.0005434900758712146,0.0005434900758712146,0.0
İstanbul , Fatih , Ayvansaray Mah.,1,0,25,26,2,12000,0.0005000108698015174,0.10050001086980152,0.091
İstanbul , Sarıyer , Yeni Mah.,1,1,65,26,3,20000,0.0008478445183590947,0.1008478445183591,0.092
İstanbul , Bakırköy , Şenlikköy Mah.,3,1,165,22,21,68000,0.002934846409704559,0.10293484640970456,0.094
İstanbul , Beşiktaş , Nisbetiye Mah.,4,1,355,2,21,340000,0.014761190460662188,0.11476119046066219,0.104
İstanbul , Sarıyer , Kumköy Mah.,4,2,388,11,0,145000,0.00628274527707124,0.10628274527707124,0.097
İstanbul , Başakşehir , Kayabaşı Mah.,1,1,68,7,1,23000,0.0009782821365681863,0.0009782821365681863,0.001
İstanbul , Sarıyer , Maslak Mah.,2,1,135,6,6,63500,0.0027391899823909216,0.10273918998239093,0.093
İstanbul , Sarıyer , Huzur Mah.,1,1,105,6,21,56000,0.002413095936868193,0.1024130959368682,0.093
İstanbul , Beşiktaş , Levent Mah.,3,1,250,5,21,180000,0.007804517489510642,0.10780451748951064,0.098
İstanbul , Şişli , Mecidiyeköy Mah.,2,1,95,16,2,22000,0.0009348029304984891,0.10093480293049849,0.092
İstanbul , Sarıyer , Maslak Mah.,1,1,85,8,8,45000,0.0019348246701015239,0.10193482467010152,0.093
İstanbul , Bakırköy , Basınköy Mah.,3,1,140,25,2,55000,0.0023696167307984957,0.1023696167307985,0.093
İstanbul , Beykoz , Kavacık Mah.,2,1,100,30,5,8000,0.00032609404552272873,0.00032609404552272873,0.0
İstanbul , Beşiktaş , Nisbetiye Mah.,4,1,355,2,21,400000,0.01736994282484402,0.11736994282484403,0.107
İstanbul , Esenler , Kemer Mah.,2,1,100,35,1,15000,0.000630448488010609,0.000630448488010609,0.001
İstanbul , Sarıyer , Uskumruköy Mah.,4,2,350,6,0,140000,0.0060653492467227545,0.10606534924672276,0.096
İstanbul , Avcılar , Cihangir Mah.,32,2,420,25,0,350000,0.01519598252135916,0.01519598252135916,0.014
İstanbul , Sarıyer , Huzur Mah.,2,1,116,6,21,65000,0.0028044087914954672,0.10280440879149547,0.093
İstanbul , Kağıthane , Emniyet Evleri Mah.,2,1,280,5,21,150000,0.006500141307419727,0.006500141307419727,0.006
İstanbul , Şişli , Mecidiyeköy Mah.,2,1,70,5,-1,22000,0.0009348029304984891,0.10093480293049849,0.092
İstanbul , Sarıyer , Zekeriyaköy Mah.,1,1,50,8,1,40000,0.001717428639753038,0.10171742863975304,0.092
İstanbul , Esenyurt , Talatpaşa Mah.,2,1,110,10,3,10000,0.0004130524576621231,0.0004130524576621231,0.0
İstanbul , Sarıyer , Huzur Mah.,1,0,61,7,21,40000,0.001717428639753038,0.10171742863975304,0.092
İstanbul , Sarıyer , Maslak Mah.,2,1,145,8,3,65000,0.0028044087914954672,0.10280440879149547,0.093
İstanbul , Beşiktaş , Nisbetiye Mah.,3,1,242,0,17,241000,0.010456749059762169,0.11045674905976217,0.1
İstanbul , Beşiktaş , Levazım Mah.,5,1,325,0,17,300000,0.013022022217874301,0.1130220222178743,0.103
İstanbul , Sarıyer , Zekeriyaköy Mah.,3,1,222,5,0,135000,0.005847953216374269,0.10584795321637427,0.096
İstanbul , Sarıyer , Huzur Mah.,1,1,86,6,2,51000,0.002195699906519707,0.10219569990651971,0.093
İstanbul , Beşiktaş , Levent Mah.,2,1,250,5,15,145000,0.00628274527707124,0.10628274527707124,0.097
İstanbul , Eyüpsultan , İslambey Mah.,1,1,65,3,3,28000,0.001195678166916672,0.001195678166916672,0.001
İstanbul , Beykoz , Yeni Mahalle Mah.,2,1,100,11,1,22000,0.0009348029304984891,0.0009348029304984891,0.001
İstanbul , Sarıyer , Maden Mah.,2,1,75,28,1,25000,0.0010652405487075805,0.10106524054870758,0.092
İstanbul , Eyüpsultan , Mithatpaşa Mah.,1,1,50,0,3,25000,0.0010652405487075805,0.0010652405487075805,0.001
İstanbul , Şişli , Merkez Mah.,2,1,177,0,21,100000,0.004326181003934868,0.10432618100393487,0.095
İstanbul , Sarıyer , Zekeriyaköy Mah.,3,1,222,7,0,150000,0.006500141307419727,0.10650014130741974,0.097
İstanbul , Şişli , Halaskargazi Mah.,2,1,260,2,7,120000,0.005195765125328811,0.10519576512532881,0.096
İstanbul , Beşiktaş , Ulus Mah.,3,1,180,35,-1,75000,0.003239200852192439,0.10323920085219244,0.094
İstanbul , Bakırköy , Şenlikköy Mah.,3,1,220,30,3,65000,0.0028044087914954672,0.10280440879149547,0.093
İstanbul , Kağıthane , Emniyet Evleri Mah.,1,1,150,5,12,100000,0.004326181003934868,0.004326181003934868,0.004
İstanbul , Şişli , Kuştepe Mah.,1,0,35,2,3,14000,0.0005869692819409117,0.10058696928194091,0.091
İstanbul , Ümraniye , Tatlısu Mah.,2,0,109,4,16,40000,0.001717428639753038,0.001717428639753038,0.002
İstanbul , Bağcılar , Kirazlı Mah.,1,1,85,11,1,20000,0.0008478445183590947,0.0008478445183590947,0.001
