location,districk,neighborhood,room,living_room,area,age,floor,price,base_score,score_with_bonus,score
İstanbul , Üsküdar , Valide-i Atik Mah.,2,1,85,35,1,30000,0.0012826365790560665,0.10128263657905608,0.092
İstanbul , Şişli , İnönü Mah.,1,1,80,30,3,24000,0.0010217613426378835,0.10102176134263789,0.092
İstanbul , Kağıthane , Harmantepe Mah.,2,1,80,30,1,15000,0.000630448488010609,0.000630448488010609,0.001
İstanbul , Maltepe , Cevizli Mah.,3,1,125,30,4,25500,0.0010869801517424291,0.0010869801517424291,0.001
İstanbul , Esenler , Nine Hatun Mah.,2,1,110,26,5,13500,0.0005652296789060632,0.0005652296789060632,0.001
İstanbul , Kadıköy , Suadiye Mah.,3,1,140,5,3,85000,0.003673992912889411,0.10367399291288942,0.094
İstanbul , Avcılar , Mustafa Kemal Paşa Mah.,2,1,110,24,3,16000,0.0006739276940803061,0.0006739276940803061,0.001
İstanbul , Şişli , Gülbahar Mah.,1,1,50,5,3,16000,0.0006739276940803061,0.10067392769408032,0.092
İstanbul , Sarıyer , Zekeriyaköy Mah.,1,1,64,8,2,47500,0.002043522685275767,0.10204352268527578,0.093
İstanbul , Maltepe , Zümrütevler Mah.,2,1,85,15,1,17000,0.0007174069001500032,0.0007174069001500032,0.001
İstanbul , Fatih , Silivrikapı Mah.,2,1,75,35,3,16000,0.0006739276940803061,0.10067392769408032,0.092
İstanbul , Kağıthane , Emniyet Evleri Mah.,2,1,90,31,2,25500,0.0010869801517424291,0.0010869801517424291,0.001
İstanbul , Kağıthane , Talatpaşa Mah.,2,1,75,6,14,33000,0.001413074197265158,0.001413074197265158,0.001
İstanbul , Küçükçekmece , Cumhuriyet Mah.,3,1,100,32,2,18000,0.0007608861062197005,0.0007608861062197005,0.001
İstanbul , Üsküdar , Cumhuriyet Mah.,1,1,100,8,1,25000,0.0010652405487075805,0.10106524054870758,0.092
İstanbul , Şişli , Gülbahar Mah.,3,1,110,20,5,30000,0.0012826365790560665,0.10128263657905608,0.092
İstanbul , Beyoğlu , Çatma Mescit Mah.,1,1,55,1,2,26000,0.0011087197547772778,0.10110871975477728,0.092
İstanbul , Kağıthane , Talatpaşa Mah.,1,1,95,30,3,26000,0.0011087197547772778,0.0011087197547772778,0.001
İstanbul , Sarıyer , İstinye Mah.,2,1,95,30,1,30000,0.0012826365790560665,0.10128263657905608,0.092
İstanbul , Kağıthane , Emniyet Evleri Mah.,2,1,100,35,1,25000,0.0010652405487075805,0.0010652405487075805,0.001
İstanbul , Kağıthane , Harmantepe Mah.,1,1,75,5,2,13000,0.0005434900758712146,0.0005434900758712146,0.0
İstanbul , Şişli , Eskişehir Mah.,3,1,170,5,2,40000,0.001717428639753038,0.10171742863975304,0.092
İstanbul , Beyoğlu , Gümüşsuyu Mah.,3,1,100,60,2,70000,0.003021804821843953,0.10302180482184396,0.094
İstanbul , Ümraniye , Hekimbaşı Mah.,3,1,130,30,1,16000,0.0006739276940803061,0.0006739276940803061,0.001
İstanbul , Gaziosmanpaşa , Yıldıztabya Mah.,2,1,90,15,1,21000,0.000891323724428792,0.000891323724428792,0.001
İstanbul , Fatih , Sümbül Efendi Mah.,4,1,280,35,4,47000,0.002021783082240918,0.10202178308224093,0.093
İstanbul , Şişli , Meşrutiyet Mah.,1,0,60,31,3,43000,0.0018478662579621296,0.10184786625796213,0.093
İstanbul , Eyüpsultan , Silahtarağa Mah.,4,1,130,8,1,32000,0.0013695949911954608,0.0013695949911954608,0.001
İstanbul , Şişli , İnönü Mah.,3,1,155,30,3,80000,0.0034565968825409246,0.10345659688254093,0.094
İstanbul , Kadıköy , Rasimpaşa Mah.,1,1,65,31,3,30000,0.0012826365790560665,0.10128263657905608,0.092
İstanbul , Silivri , Mimar Sinan Mah.,2,1,95,0,4,18000,0.0007608861062197005,0.0007608861062197005,0.001
İstanbul , Beşiktaş , Muradiye Mah.,2,1,80,31,1,37500,0.0016087306245787952,0.1016087306245788,0.092
İstanbul , Beyoğlu , Tomtom Mah.,1,0,60,80,3,35000,0.0015000326094045523,0.10150003260940456,0.092
İstanbul , Beşiktaş , Bebek Mah.,3,1,400,50,4,300000,0.013022022217874301,0.1130220222178743,0.103
İstanbul , Ataşehir , Barbaros Mah.,1,1,72,8,15,40000,0.001717428639753038,0.001717428639753038,0.002
İstanbul , Beşiktaş , Yıldız Mah.,3,1,100,45,2,32000,0.0013695949911954608,0.10136959499119547,0.092
İstanbul , Küçükçekmece , İstasyon Mah.,1,1,50,7,7,22000,0.0009348029304984891,0.0009348029304984891,0.001
İstanbul , Eyüpsultan , Merkez Mah.,3,1,140,5,-1,18500,0.000782625709254549,0.000782625709254549,0.001
İstanbul , Fatih , Yedikule Mah.,1,1,75,50,5,17000,0.0007174069001500032,0.10071740690015,0.092
İstanbul , Tuzla , Cami Mah.,1,1,70,12,1,35000,0.0015000326094045523,0.0015000326094045523,0.001
İstanbul , Esenyurt , Üçevler Mah.,3,1,120,10,1,12000,0.0005000108698015174,0.0005000108698015174,0.0
İstanbul , Beykoz , Acarlar Mah.,6,2,1000,11,1,400000,0.01736994282484402,0.01736994282484402,0.016
İstanbul , Eyüpsultan , Göktürk Merkez Mah.,3,1,148,0,2,100000,0.004326181003934868,0.004326181003934868,0.004
İstanbul , Gaziosmanpaşa , Karayolları Mah.,2,1,85,13,-3,13500,0.0005652296789060632,0.0005652296789060632,0.001
İstanbul , Sarıyer , Pınar Mah.,3,1,200,12,3,210000,0.009108893671601557,0.10910889367160156,0.099
İstanbul , Şişli , Mecidiyeköy Mah.,2,1,85,30,1,24000,0.0010217613426378835,0.10102176134263789,0.092
İstanbul , Esenler , Fatih Mah.,2,1,90,30,2,15000,0.000630448488010609,0.000630448488010609,0.001
İstanbul , Küçükçekmece , Cennet Mah.,1,1,60,30,1,17500,0.0007391465031848518,0.0007391465031848518,0.001
İstanbul , Esenyurt , Balıkyolu Mah.,2,1,100,4,1,12000,0.0005000108698015174,0.0005000108698015174,0.0
İstanbul , Şişli , Eskişehir Mah.,2,1,80,25,4,20000,0.0008478445183590947,0.1008478445183591,0.092
İstanbul , Beyoğlu , Cihangir Mah.,2,2,120,25,5,60000,0.0025870127611469815,0.10258701276114698,0.093
İstanbul , Üsküdar , Ahmediye Mah.,2,1,80,35,1,18000,0.0007608861062197005,0.10076088610621971,0.092
İstanbul , Kadıköy , Suadiye Mah.,3,1,160,31,4,60000,0.0025870127611469815,0.10258701276114698,0.093
İstanbul , Beyoğlu , Fetihtepe Mah.,2,1,100,34,1,22000,0.0009348029304984891,0.10093480293049849,0.092
İstanbul , Şişli , Meşrutiyet Mah.,1,0,50,35,4,25000,0.0010652405487075805,0.10106524054870758,0.092
İstanbul , Şişli , Yayla Mah.,2,1,90,12,3,35000,0.0015000326094045523,0.10150003260940456,0.092
İstanbul , Bakırköy , Kartaltepe Mah.,2,1,150,40,4,32000,0.0013695949911954608,0.10136959499119547,0.092
İstanbul , Büyükçekmece , Mimaroba Mah.,3,1,120,35,1,30000,0.0012826365790560665,0.0012826365790560665,0.001
İstanbul , Fatih , Derviş Ali Mah.,1,1,65,40,2,15000,0.000630448488010609,0.10063044848801062,0.091
İstanbul , Bayrampaşa , Yenidoğan Mah.,2,1,95,30,1,22000,0.0009348029304984891,0.0009348029304984891,0.001
İstanbul , Pendik , Güzelyalı Mah.,3,1,140,20,4,17000,0.0007174069001500032,0.0007174069001500032,0.001
İstanbul , Kağıthane , Yeşilce Mah.,2,1,93,25,1,15000,0.000630448488010609,0.000630448488010609,0.001
İstanbul , Kadıköy , Göztepe Mah.,3,1,135,17,3,70000,0.003021804821843953,0.10302180482184396,0.094
İstanbul , Bahçelievler , Soğanlı Mah.,3,1,110,17,1,25000,0.0010652405487075805,0.0010652405487075805,0.001
İstanbul , Kağıthane , Yahya Kemal Mah.,2,1,75,5,1,20000,0.0008478445183590947,0.0008478445183590947,0.001
İstanbul , Gaziosmanpaşa , Karadeniz Mah.,1,1,95,8,15,37000,0.0015869910215439466,0.0015869910215439466,0.001
İstanbul , Kadıköy , Bostancı Mah.,3,1,140,0,7,75000,0.003239200852192439,0.10323920085219244,0.094
İstanbul , Kadıköy , Bostancı Mah.,3,1,140,0,7,75000,0.003239200852192439,0.10323920085219244,0.094
İstanbul , Üsküdar , Mimar Sinan Mah.,2,1,80,4,3,45000,0.0019348246701015239,0.10193482467010152,0.093
İstanbul , Kağıthane , Seyrantepe Mah.,1,0,60,10,1,22500,0.0009565425335333376,0.0009565425335333376,0.001
İstanbul , Sarıyer , Maslak Mah.,3,1,190,10,10,90000,0.0038913889432378966,0.1038913889432379,0.094
İstanbul , Üsküdar , Bulgurlu Mah.,3,1,125,0,3,55000,0.0023696167307984957,0.1023696167307985,0.093
İstanbul , Fatih , Yedikule Mah.,3,1,250,0,1,180000,0.007804517489510642,0.10780451748951064,0.098
İstanbul , Sarıyer , Uskumruköy Mah.,5,2,300,16,0,120000,0.005195765125328811,0.10519576512532881,0.096
İstanbul , Fatih , Cerrahpaşa Mah.,3,1,110,40,3,24000,0.0010217613426378835,0.10102176134263789,0.092
İstanbul , Beşiktaş , Dikilitaş Mah.,4,1,166,4,4,78000,0.0033696384704015305,0.10336963847040154,0.094
İstanbul , Bayrampaşa , Altıntepsi Mah.,2,1,95,15,1,20000,0.0008478445183590947,0.0008478445183590947,0.001
İstanbul , Sarıyer , Maslak Mah.,2,1,110,8,4,65000,0.0028044087914954672,0.10280440879149547,0.093
İstanbul , Sarıyer , Kazım Karabekir Paşa Mah.,2,1,130,25,1,30000,0.0012826365790560665,0.10128263657905608,0.092
İstanbul , Esenyurt , Üçevler Mah.,4,2,200,15,5,30000,0.0012826365790560665,0.0012826365790560665,0.001
İstanbul , Bakırköy , Yeşilköy Mah.,3,1,150,46,3,52500,0.0022609187156242528,0.10226091871562426,0.093
İstanbul , Beşiktaş , Vişnezade Mah.,1,1,65,35,1,25000,0.0010652405487075805,0.10106524054870758,0.092
İstanbul , Zeytinburnu , Sümer Mah.,2,1,95,30,5,18750,0.0007934955107719733,0.0007934955107719733,0.001
İstanbul , Bayrampaşa , Orta Mah.,1,0,60,30,5,15000,0.000630448488010609,0.000630448488010609,0.001
İstanbul , Esenyurt , Şehitler Mah.,3,1,135,13,1,12000,0.0005000108698015174,0.0005000108698015174,0.0
İstanbul , Şişli , Bozkurt Mah.,2,1,100,35,1,28000,0.001195678166916672,0.10119567816691667,0.092
İstanbul , Kadıköy , Merdivenköy Mah.,3,1,115,37,4,35000,0.0015000326094045523,0.10150003260940456,0.092
İstanbul , Bakırköy , Şenlikköy Mah.,5,1,250,26,2,125000,0.005413161155677297,0.10541316115567731,0.096
İstanbul , Esenyurt , Zafer Mah.,1,1,75,7,2,12000,0.0005000108698015174,0.0005000108698015174,0.0
İstanbul , Şişli , Halide Edip Adıvar Mah.,2,1,120,12,1,18000,0.0007608861062197005,0.10076088610621971,0.092
İstanbul , Adalar , Maden Mah.,3,1,100,33,3,450000,0.019543903128328877,0.019543903128328877,0.018
İstanbul , Küçükçekmece , Atakent Mah.,1,1,78,12,21,29000,0.0012391573729863693,0.0012391573729863693,0.001
İstanbul , Küçükçekmece , Cumhuriyet Mah.,2,1,95,30,1,15000,0.000630448488010609,0.000630448488010609,0.001
İstanbul , Pendik , Esenler Mah.,2,1,85,13,3,21000,0.000891323724428792,0.000891323724428792,0.001
İstanbul , Beşiktaş , Ulus Mah.,3,1,170,28,4,75000,0.003239200852192439,0.10323920085219244,0.094
İstanbul , Şişli , Meşrutiyet Mah.,2,1,80,34,4,25000,0.0010652405487075805,0.10106524054870758,0.092
İstanbul , Beşiktaş , Vişnezade Mah.,3,1,125,35,3,45000,0.0019348246701015239,0.10193482467010152,0.093
İstanbul , Kağıthane , Ortabayır Mah.,1,1,65,23,1,20000,0.0008478445183590947,0.0008478445183590947,0.001
İstanbul , Esenyurt , Barbaros Hayrettin Paşa Mah.,3,1,128,11,1,40000,0.001717428639753038,0.001717428639753038,0.002
İstanbul , Şişli , Gülbahar Mah.,2,1,92,26,4,20000,0.0008478445183590947,0.1008478445183591,0.092
İstanbul , Kağıthane , Telsizler Mah.,2,1,80,0,2,25000,0.0010652405487075805,0.0010652405487075805,0.001
İstanbul , Şişli , Mecidiyeköy Mah.,1,1,60,4,1,40000,0.001717428639753038,0.10171742863975304,0.092
İstanbul , Beşiktaş , Dikilitaş Mah.,1,1,96,15,8,60000,0.0025870127611469815,0.10258701276114698,0.093
İstanbul , Zeytinburnu , Yenidoğan Mah.,2,1,100,24,3,25000,0.0010652405487075805,0.0010652405487075805,0.001
İstanbul , Esenyurt , Piri Reis Mah.,2,1,90,5,12,17500,0.0007391465031848518,0.0007391465031848518,0.001
İstanbul , Bahçelievler , Siyavuşpaşa Mah.,3,1,115,38,5,16000,0.0006739276940803061,0.0006739276940803061,0.001
İstanbul , Beyoğlu , Şehit Muhtar Mah.,1,1,45,75,1,17500,0.0007391465031848518,0.10073914650318486,0.092
İstanbul , Bahçelievler , Bahçelievler Mah.,3,1,117,0,3,60000,0.0025870127611469815,0.0025870127611469815,0.002
İstanbul , Üsküdar , Zeynep Kamil Mah.,2,1,95,2,4,35000,0.0015000326094045523,0.10150003260940456,0.092
İstanbul , Sarıyer , Maden Mah.,4,1,270,7,2,140000,0.0060653492467227545,0.10606534924672276,0.096
İstanbul , Avcılar , Gümüşpala Mah.,2,1,90,26,1,16000,0.0006739276940803061,0.0006739276940803061,0.001
İstanbul , Şişli , Cumhuriyet Mah.,1,1,76,4,3,50000,0.00215222070045001,0.10215222070045002,0.093
İstanbul , Beşiktaş , Dikilitaş Mah.,2,1,90,0,1,55000,0.0023696167307984957,0.1023696167307985,0.093
İstanbul , Bakırköy , Şenlikköy Mah.,2,1,120,30,1,39500,0.0016956890367181895,0.10169568903671819,0.092
İstanbul , Şişli , Paşa Mah.,2,1,95,10,1,20000,0.0008478445183590947,0.1008478445183591,0.092
İstanbul , Şişli , Paşa Mah.,2,1,95,10,1,20000,0.0008478445183590947,0.1008478445183591,0.092
İstanbul , Şişli , Duatepe Mah.,1,1,60,40,2,26000,0.0011087197547772778,0.10110871975477728,0.092
İstanbul , Şişli , Gülbahar Mah.,2,1,70,0,3,20000,0.0008478445183590947,0.1008478445183591,0.092
İstanbul , Şişli , Eskişehir Mah.,2,1,80,40,1,23000,0.0009782821365681863,0.10097828213656819,0.092
İstanbul , Güngören , Tozkoparan Mah.,3,1,125,32,2,26000,0.0011087197547772778,0.0011087197547772778,0.001
İstanbul , Kadıköy , Osmanağa Mah.,1,0,45,30,3,19500,0.0008261049153242462,0.10082610491532425,0.092
İstanbul , Beylikdüzü , Adnan Kahveci Mah.,2,1,110,14,3,25000,0.0010652405487075805,0.0010652405487075805,0.001
İstanbul , Bağcılar , İnönü Mah.,2,1,80,30,3,13500,0.0005652296789060632,0.0005652296789060632,0.001
İstanbul , Şişli , Eskişehir Mah.,2,1,90,50,3,23000,0.0009782821365681863,0.10097828213656819,0.092
İstanbul , Bakırköy , Osmaniye Mah.,2,1,105,45,5,15000,0.000630448488010609,0.10063044848801062,0.091
İstanbul , Üsküdar , Valide-i Atik Mah.,2,1,65,40,2,21000,0.000891323724428792,0.1008913237244288,0.092
İstanbul , Kağıthane , Emniyet Evleri Mah.,3,1,125,35,1,30000,0.0012826365790560665,0.0012826365790560665,0.001
İstanbul , Üsküdar , Barbaros Mah.,3,1,125,51,1,37000,0.0015869910215439466,0.10158699102154395,0.092
İstanbul , Üsküdar , Mimar Sinan Mah.,2,1,85,35,1,18000,0.0007608861062197005,0.10076088610621971,0.092
İstanbul , Kağıthane , Yeşilce Mah.,2,1,80,7,3,20000,0.0008478445183590947,0.0008478445183590947,0.001
İstanbul , Üsküdar , Valide-i Atik Mah.,2,1,85,30,3,22500,0.0009565425335333376,0.10095654253353334,0.092
İstanbul , Kadıköy , Caferağa Mah.,3,1,95,38,3,42000,0.0018043870518924324,0.10180438705189243,0.093
İstanbul , Maltepe , Başıbüyük Mah.,3,1,135,25,3,20000,0.0008478445183590947,0.0008478445183590947,0.001
İstanbul , Avcılar , Mustafa Kemal Paşa Mah.,2,1,90,20,1,15000,0.000630448488010609,0.000630448488010609,0.001
İstanbul , Fatih , Seyyid Ömer Mah.,2,1,75,40,3,16500,0.0006956672971151547,0.10069566729711515,0.092
İstanbul , Kağıthane , Sultan Selim Mah.,2,1,107,5,3,55000,0.0023696167307984957,0.0023696167307984957,0.002
İstanbul , Kağıthane , Telsizler Mah.,2,1,85,30,4,18000,0.0007608861062197005,0.0007608861062197005,0.001
İstanbul , Sarıyer , Zekeriyaköy Mah.,1,1,79,8,3,50000,0.00215222070045001,0.10215222070045002,0.093
İstanbul , Kağıthane , Çağlayan Mah.,2,1,90,25,2,18500,0.000782625709254549,0.000782625709254549,0.001
İstanbul , Avcılar , Yeşilkent Mah.,2,1,120,20,1,13000,0.0005434900758712146,0.0005434900758712146,0.0
İstanbul , Bahçelievler , Siyavuşpaşa Mah.,3,1,128,7,5,44000,0.0018913454640318269,0.0018913454640318269,0.002
İstanbul , Kadıköy , Caferağa Mah.,1,1,50,50,3,35000,0.0015000326094045523,0.10150003260940456,0.092
İstanbul , Üsküdar , Sultantepe Mah.,3,1,110,15,1,32000,0.0013695949911954608,0.10136959499119547,0.092
İstanbul , Sancaktepe , Kemal Türkler Mah.,3,1,157,8,1,61000,0.0026304919672166787,0.0026304919672166787,0.002
İstanbul , Beyoğlu , Ömer Avni Mah.,2,1,90,40,2,40000,0.001717428639753038,0.10171742863975304,0.092
İstanbul , Kağıthane , Hürriyet Mah.,3,1,140,25,5,28000,0.001195678166916672,0.001195678166916672,0.001
İstanbul , Şişli , Paşa Mah.,2,1,80,7,1,30000,0.0012826365790560665,0.10128263657905608,0.092
İstanbul , Fatih , Atikali Mah.,2,1,80,35,3,27000,0.001152198960846975,0.10115219896084698,0.092
İstanbul , Gaziosmanpaşa , Bağlarbaşı Mah.,3,1,125,20,1,20000,0.0008478445183590947,0.0008478445183590947,0.001
İstanbul , Fatih , Haseki Sultan Mah.,3,1,110,45,3,35000,0.0015000326094045523,0.10150003260940456,0.092
İstanbul , Beyoğlu , Kaptanpaşa Mah.,2,1,100,25,5,18000,0.0007608861062197005,0.10076088610621971,0.092
İstanbul , Küçükçekmece , Yeni Mahalle Mah.,1,1,60,50,1,11000,0.00045653166373182025,0.00045653166373182025,0.0
İstanbul , Pendik , Yenişehir Mah.,2,1,97,5,6,25500,0.0010869801517424291,0.0010869801517424291,0.001
İstanbul , Kadıköy , Suadiye Mah.,2,1,85,8,1,58000,0.002500054349007587,0.1025000543490076,0.093
İstanbul , Esenyurt , Yeşilkent Mah.,1,1,58,13,11,12000,0.0005000108698015174,0.0005000108698015174,0.0
İstanbul , Şişli , Harbiye Mah.,1,1,110,10,1,80000,0.0034565968825409246,0.10345659688254093,0.094
İstanbul , Beylikdüzü , Gürpınar Mah.,1,1,65,10,3,18000,0.0007608861062197005,0.0007608861062197005,0.001
İstanbul , Şişli , Harbiye Mah.,1,1,90,40,5,40000,0.001717428639753038,0.10171742863975304,0.092
İstanbul , Kadıköy , Osmanağa Mah.,2,1,95,45,4,28000,0.001195678166916672,0.10119567816691667,0.092
İstanbul , Başakşehir , Bahçeşehir 2. Kısım Mah.,4,2,400,30,0,75000,0.003239200852192439,0.003239200852192439,0.003
İstanbul , Eyüpsultan , Göktürk Merkez Mah.,2,1,200,15,1,110000,0.00476097306463184,0.00476097306463184,0.004
İstanbul , Esenyurt , Hürriyet Mah.,2,1,110,6,1,11000,0.00045653166373182025,0.00045653166373182025,0.0
İstanbul , Beşiktaş , Türkali Mah.,1,1,60,40,1,23000,0.0009782821365681863,0.10097828213656819,0.092
İstanbul , Sarıyer , İstinye Mah.,2,1,100,40,2,50000,0.00215222070045001,0.10215222070045002,0.093
İstanbul , Bahçelievler , Siyavuşpaşa Mah.,3,1,115,38,5,15000,0.000630448488010609,0.000630448488010609,0.001
İstanbul , Sarıyer , Yeniköy Mah.,6,1,650,35,0,590000,0.02563099197808648,0.12563099197808647,0.114
İstanbul , Kartal , Hürriyet Mah.,1,1,60,22,1,9000,0.0003695732515924259,0.0003695732515924259,0.0
İstanbul , Şişli , Gülbahar Mah.,1,1,55,15,-1,17500,0.0007391465031848518,0.10073914650318486,0.092
İstanbul , Zeytinburnu , Sümer Mah.,2,1,95,28,1,20000,0.0008478445183590947,0.0008478445183590947,0.001
İstanbul , Tuzla , Yayla Mah.,2,1,115,22,5,25000,0.0010652405487075805,0.0010652405487075805,0.001
İstanbul , Bahçelievler , Fevzi Çakmak Mah.,2,1,89,32,4,17000,0.0007174069001500032,0.0007174069001500032,0.001
İstanbul , Adalar , Nizam Mah.,1,1,65,15,0,200000,0.008674101610904586,0.008674101610904586,0.008
İstanbul , Şişli , Paşa Mah.,1,1,55,10,-1,29000,0.0012391573729863693,0.10123915737298637,0.092
İstanbul , Bahçelievler , Çobançeşme Mah.,2,1,90,35,3,17000,0.0007174069001500032,0.0007174069001500032,0.001
İstanbul , Adalar , Burgazada Mah.,2,1,75,21,1,37500,0.0016087306245787952,0.0016087306245787952,0.001
İstanbul , Bakırköy , Şenlikköy Mah.,2,1,120,10,1,50000,0.00215222070045001,0.10215222070045002,0.093
İstanbul , Fatih , Ayvansaray Mah.,1,0,30,0,1,15000,0.000630448488010609,0.10063044848801062,0.091
İstanbul , Sarıyer , Kireçburnu Mah.,1,1,110,25,4,32000,0.0013695949911954608,0.10136959499119547,0.092
İstanbul , Başakşehir , Güvercintepe Mah.,2,1,95,0,7,25000,0.0010652405487075805,0.0010652405487075805,0.001
İstanbul , Üsküdar , Mimar Sinan Mah.,2,1,85,36,5,30000,0.0012826365790560665,0.10128263657905608,0.092
İstanbul , Bakırköy , Kartaltepe Mah.,1,1,70,31,1,35000,0.0015000326094045523,0.10150003260940456,0.092
İstanbul , Sarıyer , Maslak Mah.,1,1,90,8,8,50000,0.00215222070045001,0.10215222070045002,0.093
İstanbul , Beykoz , Anadolu Hisarı Mah.,2,1,100,25,3,65000,0.0028044087914954672,0.0028044087914954672,0.003
İstanbul , Beykoz , Acarlar Mah.,6,2,650,5,1,650000,0.02823974434226831,0.02823974434226831,0.026
İstanbul , Beyoğlu , Cihangir Mah.,1,1,70,50,1,19000,0.0008043653122893976,0.10080436531228941,0.092
İstanbul , Şişli , Gülbahar Mah.,2,1,90,25,2,20000,0.0008478445183590947,0.1008478445183591,0.092
İstanbul , Kadıköy , Caferağa Mah.,2,1,80,0,1,65000,0.0028044087914954672,0.10280440879149547,0.093
İstanbul , Kağıthane , Seyrantepe Mah.,1,1,65,8,-1,32500,0.0013913345942303094,0.0013913345942303094,0.001
İstanbul , Üsküdar , Salacak Mah.,2,1,80,0,3,38000,0.0016304702276136438,0.10163047022761365,0.092
İstanbul , Sarıyer , Maslak Mah.,1,0,55,8,4,40000,0.001717428639753038,0.10171742863975304,0.092
İstanbul , Fatih , Silivrikapı Mah.,2,1,70,40,1,15000,0.000630448488010609,0.10063044848801062,0.091
İstanbul , Şile , Göçe Mah.,3,1,230,10,0,45000,0.0019348246701015239,0.0019348246701015239,0.002
İstanbul , Bağcılar , Yıldıztepe Mah.,2,1,95,30,1,15500,0.0006521880910454575,0.0006521880910454575,0.001
İstanbul , Pendik , Kaynarca Mah.,2,1,110,18,3,22000,0.0009348029304984891,0.0009348029304984891,0.001
İstanbul , Fatih , Sümbül Efendi Mah.,1,1,75,50,3,17000,0.0007174069001500032,0.10071740690015,0.092
İstanbul , Üsküdar , Kısıklı Mah.,1,1,95,30,1,15500,0.0006521880910454575,0.10065218809104547,0.092
İstanbul , Eyüpsultan , Alibeyköy Mah.,2,1,70,8,3,20500,0.0008695841213939434,0.0008695841213939434,0.001
İstanbul , Şişli , Mecidiyeköy Mah.,3,0,90,45,4,16000,0.0006739276940803061,0.10067392769408032,0.092
İstanbul , Esenyurt , Yunus Emre Mah.,2,1,125,20,4,10000,0.0004130524576621231,0.0004130524576621231,0.0
İstanbul , Üsküdar , Zeynep Kamil Mah.,2,1,85,35,5,22000,0.0009348029304984891,0.10093480293049849,0.092
İstanbul , Şişli , Gülbahar Mah.,2,1,90,19,3,22000,0.0009348029304984891,0.10093480293049849,0.092
İstanbul , Kadıköy , Bostancı Mah.,2,1,90,4,7,50000,0.00215222070045001,0.10215222070045002,0.093
İstanbul , Bahçelievler , Siyavuşpaşa Mah.,1,1,60,0,1,25000,0.0010652405487075805,0.0010652405487075805,0.001
İstanbul , Beylikdüzü , Adnan Kahveci Mah.,3,1,180,25,6,30500,0.001304376182090915,0.001304376182090915,0.001
İstanbul , Kadıköy , Erenköy Mah.,3,1,135,45,6,42000,0.0018043870518924324,0.10180438705189243,0.093
İstanbul , Bakırköy , Şenlikköy Mah.,6,1,350,26,0,230000,0.0099784777929955,0.10997847779299551,0.1
İstanbul , Şişli , İnönü Mah.,1,1,65,7,3,38000,0.0016304702276136438,0.10163047022761365,0.092
İstanbul , Şişli , Meşrutiyet Mah.,3,1,110,28,3,49500,0.002130481097415161,0.10213048109741517,0.093
İstanbul , Üsküdar , İcadiye Mah.,2,1,90,13,1,30000,0.0012826365790560665,0.10128263657905608,0.092
İstanbul , Bayrampaşa , Orta Mah.,2,1,88,25,4,15000,0.000630448488010609,0.000630448488010609,0.001
İstanbul , Sarıyer , Tarabya Mah.,3,1,150,25,3,50000,0.00215222070045001,0.10215222070045002,0.093
İstanbul , Kağıthane , Ortabayır Mah.,1,1,65,25,5,28000,0.001195678166916672,0.001195678166916672,0.001
İstanbul , Ataşehir , Atatürk Mah.,3,1,120,26,1,45000,0.0019348246701015239,0.0019348246701015239,0.002
İstanbul , Esenyurt , Cumhuriyet Mah.,3,1,180,15,1,35000,0.0015000326094045523,0.0015000326094045523,0.001
İstanbul , Kadıköy , Hasanpaşa Mah.,2,1,100,7,3,55000,0.0023696167307984957,0.1023696167307985,0.093
İstanbul , Beykoz , Yeni Mahalle Mah.,2,1,90,30,1,15000,0.000630448488010609,0.000630448488010609,0.001
İstanbul , Kağıthane , Şirintepe Mah.,2,1,115,30,3,20000,0.0008478445183590947,0.0008478445183590947,0.001
İstanbul , Beykoz , Ortaçeşme Mah.,2,1,70,25,1,15000,0.000630448488010609,0.000630448488010609,0.001
İstanbul , Beylikdüzü , Barış Mah.,3,1,145,25,7,29000,0.0012391573729863693,0.0012391573729863693,0.001
İstanbul , Silivri , Balaban Mah.,3,1,134,3,0,30000,0.0012826365790560665,0.0012826365790560665,0.001
İstanbul , Üsküdar , Mimar Sinan Mah.,2,1,75,40,3,28000,0.001195678166916672,0.10119567816691667,0.092
İstanbul , Kağıthane , Şirintepe Mah.,2,1,100,25,1,20000,0.0008478445183590947,0.0008478445183590947,0.001
İstanbul , Ümraniye , Armağanevler Mah.,3,1,135,19,4,22000,0.0009348029304984891,0.0009348029304984891,0.001
İstanbul , Eyüpsultan , Esentepe Mah.,1,1,75,10,-1,16000,0.0006739276940803061,0.0006739276940803061,0.001
İstanbul , Maltepe , Bağlarbaşı Mah.,3,1,107,8,4,40000,0.001717428639753038,0.001717428639753038,0.002
İstanbul , Sarıyer , Zekeriyaköy Mah.,5,2,370,25,0,200000,0.008674101610904586,0.10867410161090459,0.099
İstanbul , Kartal , Cevizli Mah.,1,1,85,7,3,35000,0.0015000326094045523,0.0015000326094045523,0.001
İstanbul , Beşiktaş , Balmumcu Mah.,2,1,105,25,1,46500,0.0020000434792060698,0.10200004347920608,0.093
İstanbul , Üsküdar , Kuzguncuk Mah.,3,1,140,31,2,65000,0.0028044087914954672,0.10280440879149547,0.093
İstanbul , Esenyurt , Ardıçlı Mah.,2,1,100,7,3,15000,0.000630448488010609,0.000630448488010609,0.001
