list-view-price,left,location,districk,neighborhood,room,living_room,area,age,floor
50.000,Kiralık Daire,İstanbul , Şişli , Bozkurt Mah.,2,1,130,35,3
20.000,Kiralık Daire,İstanbul , Beykoz , Çubuklu Mah.,3,1,100,30,1
25.000,Kiralık Daire,İstanbul , Eyüpsultan , Mimar Sinan Mah.,1,1,60,30,1
40.000,Kiralık Daire,İstanbul , Üsküdar , Bahçelievler Mah.,4,1,160,30,4
30.000,Kiralık Daire,İstanbul , Kadıköy , Osmanağa Mah.,2,1,80,25,3
21.000,Kiralık Daire,İstanbul , Üsküdar , Zeynep Kamil Mah.,2,1,75,35,1
20.000,Kiralık Daire,İstanbul , Kağıthane , Talatpaşa Mah.,2,1,95,24,4
140.000,Kiralık Daire,İstanbul , Eyüpsultan , Göktürk Merkez Mah.,3,1,250,7,2
60.000,Kiralık Daire,İstanbul , Şişli , Meşrutiyet Mah.,4,1,170,50,2
45.000,Kiralık Daire,İstanbul , Bahçelievler , Bahçelievler Mah.,3,1,120,24,1
20.000,Kiralık Daire,İstanbul , Ümraniye , Çakmak Mah.,1,1,60,8,1
20.000,Kiralık Daire,İstanbul , Avcılar , Cihangir Mah.,2,1,120,25,3
90.000,Kiralık Daire,İstanbul , Şişli , Teşvikiye Mah.,4,1,200,60,4
17.000,Kiralık Daire,İstanbul , Avcılar , Denizköşkler Mah.,2,1,90,28,3
18.500,Kiralık Daire,İstanbul , Esenyurt , Necip Fazıl Kısakürek Mah.,2,1,90,10,3
17.000,Kiralık Daire,İstanbul , Çekmeköy , Mehmet Akif Mah.,2,1,65,1,1
22.000,Kiralık Daire,İstanbul , Avcılar , Ambarlı Mah.,2,1,65,6,1
16.000,Kiralık Daire,İstanbul , Kağıthane , Gültepe Mah.,1,1,65,35,1
45.000,Kiralık Daire,İstanbul , Beyoğlu , Kuloğlu Mah.,2,1,75,60,5
20.000,Kiralık Daire,İstanbul , Sultangazi , Sultançiftliği Mah.,2,1,95,20,1
160.000,Kiralık Müstakil Ev,İstanbul , Beşiktaş , Arnavutköy Mah.,4,1,250,18,0
29.000,Kiralık Daire,İstanbul , Gaziosmanpaşa , Yenidoğan Mah.,2,1,95,18,4
25.000,Kiralık Daire,İstanbul , Esenyurt , Gökevler Mah.,2,1,98,10,3
100.000,Kiralık Residence,İstanbul , Şişli , Merkez Mah.,3,1,120,2,4
21.000,Kiralık Daire,İstanbul , Beylikdüzü , Dereağzı Mah.,2,1,100,7,3
33.000,Kiralık Daire,İstanbul , Sultanbeyli , Adil Mah.,2,1,94,1,3
37.000,Kiralık Daire,İstanbul , Bahçelievler , Hürriyet Mah.,2,1,110,7,2
25.000,Kiralık Residence,İstanbul , Esenyurt , Barbaros Hayrettin Paşa Mah.,1,1,106,14,14
50.000,Kiralık Daire,İstanbul , Beyoğlu , Cihangir Mah.,2,1,100,45,2
38.000,Kiralık Daire,İstanbul , Bayrampaşa , İsmet Paşa Mah.,1,1,75,5,5
16.000,Kiralık Daire,İstanbul , Fatih , Seyyid Ömer Mah.,1,1,65,38,3
24.000,Kiralık Daire,İstanbul , Ümraniye , Adem Yavuz Mah.,3,1,110,22,2
40.000,Kiralık Daire,İstanbul , Şişli , Merkez Mah.,3,1,145,45,1
13.000,Kiralık Daire,İstanbul , Gaziosmanpaşa , Karlıtepe Mah.,1,1,70,10,-1
20.000,Kiralık Daire,İstanbul , Fatih , Aksaray Mah.,1,1,70,40,3
28.000,Kiralık Daire,İstanbul , Kağıthane , Gültepe Mah.,2,1,75,7,3
22.500,Kiralık Daire,İstanbul , Ataşehir , Ferhatpaşa Mah.,3,1,135,25,1
20.200,Kiralık Daire,İstanbul , Kağıthane , Çağlayan Mah.,2,1,90,3,1
70.000,Kiralık Residence,İstanbul , Bakırköy , Yeşilköy Mah.,2,1,110,5,1
18.000,Kiralık Daire,İstanbul , Küçükçekmece , İnönü Mah.,3,1,135,28,4
47.000,Kiralık Daire,İstanbul , Bakırköy , Ataköy 2-5-6. Kısım Mah.,3,1,140,45,8
20.000,Kiralık Daire,İstanbul , Bahçelievler , Hürriyet Mah.,2,1,110,28,3
17.500,Kiralık Daire,İstanbul , Avcılar , Ambarlı Mah.,2,1,85,32,3
41.500,Kiralık Daire,İstanbul , Sancaktepe , Abdurrahmangazi Mah.,2,1,96,2,3
58.000,Kiralık Daire,İstanbul , Beşiktaş , Kültür Mah.,2,1,100,35,1
13.500,Kiralık Daire,İstanbul , Esenyurt , Mehterçeşme Mah.,2,1,85,5,1
70.000,Kiralık Villa,İstanbul , Başakşehir , Bahçeşehir 2. Kısım Mah.,4,2,360,20,0
14.500,Kiralık Daire,İstanbul , Avcılar , Ambarlı Mah.,2,1,85,30,3
22.500,Kiralık Daire,İstanbul , Fatih , İskenderpaşa Mah.,2,1,95,20,3
42.500,Kiralık Residence,İstanbul , Kağıthane , Çeliktepe Mah.,1,1,55,1,2
23.000,Kiralık Daire,İstanbul , Avcılar , Mustafa Kemal Paşa Mah.,2,1,95,5,3
13.500,Kiralık Daire,İstanbul , Avcılar , Denizköşkler Mah.,2,1,110,30,4
25.000,Kiralık Daire,İstanbul , Beylikdüzü , Barış Mah.,3,1,150,25,6
30.000,Kiralık Residence,İstanbul , Maltepe , Cevizli Mah.,1,1,85,1,7
300.000,Kiralık Müstakil Ev,İstanbul , Adalar , Maden Mah.,2,1,95,25,0
15.000,Kiralık Daire,İstanbul , Esenyurt , Mehterçeşme Mah.,2,1,105,5,3
15.000,Kiralık Daire,İstanbul , Zeytinburnu , Veliefendi Mah.,1,1,85,25,-1
45.000,Kiralık Daire,İstanbul , Ataşehir , Barbaros Mah.,3,1,128,20,1
37.500,Kiralık Daire,İstanbul , Şişli , Bozkurt Mah.,2,1,115,25,4
16.000,Kiralık Daire,İstanbul , Pendik , Kavakpınar Mah.,1,1,85,10,3
19.000,Kiralık Daire,İstanbul , Zeytinburnu , Çırpıcı Mah.,2,1,110,28,1
16.000,Kiralık Daire,İstanbul , Başakşehir , Kayabaşı Mah.,2,1,85,25,1
18.500,Kiralık Daire,İstanbul , Kağıthane , Çağlayan Mah.,1,1,75,8,4
50.000,Kiralık Daire,İstanbul , Adalar , Nizam Mah.,4,1,280,31,2
38.500,Kiralık Daire,İstanbul , Pendik , Yayalar Mah.,3,1,158,5,8
18.000,Kiralık Daire,İstanbul , Küçükçekmece , Yeşilova Mah.,3,1,120,25,5
600.000,Kiralık Residence,İstanbul , Şişli , Harbiye Mah.,2,1,320,16,19
15.000,Kiralık Daire,İstanbul , Esenler , Kazım Karabekir Mah.,2,1,85,27,3
20.000,Kiralık Daire,İstanbul , Üsküdar , Zeynep Kamil Mah.,2,1,85,31,-1
28.000,Kiralık Daire,İstanbul , Küçükçekmece , Gültepe Mah.,2,1,100,5,2
25.000,Kiralık Daire,İstanbul , Üsküdar , Murat Reis Mah.,2,1,115,42,1
30.000,Kiralık Daire,İstanbul , Beylikdüzü , Cumhuriyet Mah.,3,1,155,4,10
4.490.000,Kiralık Daire,İstanbul , Küçükçekmece , Kartaltepe Mah.,3,2,160,4,3
28.500,Kiralık Daire,İstanbul , Maltepe , Çınar Mah.,3,1,140,30,4
35.000,Kiralık Daire,İstanbul , Üsküdar , Zeynep Kamil Mah.,3,1,120,20,3
19.000,Kiralık Daire,İstanbul , Ümraniye , Esenevler Mah.,2,1,85,15,1
20.000,Kiralık Daire,İstanbul , Küçükçekmece , Kemalpaşa Mah.,3,1,120,27,1
55.000,Kiralık Daire,İstanbul , Kağıthane , Ortabayır Mah.,1,1,65,1,4
23.000,Kiralık Daire,İstanbul , Pendik , Doğu Mah.,3,1,150,25,-1
72.000,Kiralık Daire,İstanbul , Sarıyer , Zekeriyaköy Mah.,4,1,240,15,1
58.000,Kiralık Daire,İstanbul , Üsküdar , Bulgurlu Mah.,3,1,115,1,4
26.000,Kiralık Daire,İstanbul , Maltepe , Başıbüyük Mah.,1,1,45,11,9
53.000,Kiralık Daire,İstanbul , Bağcılar , Güneşli Mah.,3,1,150,11,14
30.000,Kiralık Daire,İstanbul , Şişli , Fulya Mah.,2,1,110,30,1
95.000,Kiralık Daire,İstanbul , Eyüpsultan , Göktürk Merkez Mah.,3,1,148,1,3
210.000,Kiralık Residence,İstanbul , Beşiktaş , Levent Mah.,2,1,390,5,21
35.000,Kiralık Daire,İstanbul , Beylikdüzü , Barış Mah.,2,1,140,10,14
21.000,Kiralık Daire,İstanbul , Başakşehir , Kayabaşı Mah.,1,1,83,12,4
6.500,Kiralık Daire,İstanbul , Beylikdüzü , Cumhuriyet Mah.,2,1,100,8,2
15.000,Kiralık Daire,İstanbul , Üsküdar , Küplüce Mah.,2,1,90,25,1
37.000,Kiralık Daire,İstanbul , Çekmeköy , Merkez Mah.,3,2,165,5,4
13.000,Kiralık Daire,İstanbul , Beykoz , Ortaçeşme Mah.,1,1,70,25,1
28.000,Kiralık Daire,İstanbul , Bayrampaşa , Kocatepe Mah.,3,1,170000,30,3
11.000,Kiralık Daire,İstanbul , Gaziosmanpaşa , Fevzi Çakmak Mah.,1,1,80,27,4
7.000,Kiralık Daire,İstanbul , Bahçelievler , Şirinevler Mah.,5,1,150,30,-1
14.000,Kiralık Daire,İstanbul , Gaziosmanpaşa , Kazım Karabekir Mah.,2,1,135,25,3
10.000,Kiralık Daire,İstanbul , Sultangazi , Yayla Mah.,1,1,65,25,1
25.000,Kiralık Daire,İstanbul , Bahçelievler , Şirinevler Mah.,3,1,130,20,3
30.000,Kiralık Daire,İstanbul , Eyüpsultan , Yeşilpınar Mah.,2,1,85,10,3
90.000,Kiralık Daire,İstanbul , Beşiktaş , Abbasağa Mah.,2,1,99,12,3
60.000,Kiralık Daire,İstanbul , Bakırköy , Şenlikköy Mah.,4,1,180,17,1
25.500,Kiralık Daire,İstanbul , Kağıthane , Gürsel Mah.,2,1,85,1,2
40.000,Kiralık Daire,İstanbul , Bahçelievler , Siyavuşpaşa Mah.,3,1,130,16,1
19.500,Kiralık Daire,İstanbul , Kağıthane , Yahya Kemal Mah.,1,1,65,30,3
40.000,Kiralık Daire,İstanbul , Şişli , Gülbahar Mah.,2,1,85,25,-1
23.000,Kiralık Daire,İstanbul , Ataşehir , İnönü Mah.,1,1,55,16,1
37.000,Kiralık Daire,İstanbul , Kadıköy , Fikirtepe Mah.,1,1,57,3,21
23.000,Kiralık Daire,İstanbul , Silivri , Yeni Mah.,1,1,65,4,3
90.000,Kiralık Residence,İstanbul , Sarıyer , Maslak Mah.,3,1,170,14,20
50.000,Kiralık Daire,İstanbul , Sarıyer , Maslak Mah.,1,1,90,10,8
18.000,Kiralık Daire,İstanbul , Şişli , Kuştepe Mah.,1,0,35,15,1
30.000,Kiralık Daire,İstanbul , Beyoğlu , Katip Mustafa Çelebi Mah.,2,1,90,20,2
20.000,Kiralık Daire,İstanbul , Pendik , Fevzi Çakmak Mah.,2,1,85,20,4
38.000,Kiralık Daire,İstanbul , Bağcılar , Fevzi Çakmak Mah.,3,1,173,1,16
16.000,Kiralık Daire,İstanbul , Bağcılar , Yıldıztepe Mah.,2,1,95,27,4
18.000,Kiralık Daire,İstanbul , Üsküdar , Mimar Sinan Mah.,1,0,25,1,1
41.000,Kiralık Daire,İstanbul , Küçükçekmece , İnönü Mah.,2,1,132,14,6
13.000,Kiralık Daire,İstanbul , Fatih , Sümbül Efendi Mah.,1,1,65,30,1
110.000,Kiralık Daire,İstanbul , Bakırköy , Şenlikköy Mah.,4,1,200,1,3
210.000,Kiralık Villa,İstanbul , Sarıyer , Zekeriyaköy Mah.,4,2,400,16,0
16.000,Kiralık Daire,İstanbul , Bayrampaşa , Cevatpaşa Mah.,2,1,100,25,2
22.000,Kiralık Daire,İstanbul , Kağıthane , Çağlayan Mah.,1,1,90,30,3
16.000,Kiralık Daire,İstanbul , Arnavutköy , Anadolu Mah.,2,1,80,1,-1
12.500,Kiralık Daire,İstanbul , Fatih , Seyyid Ömer Mah.,1,1,65,45,1
55.000,Kiralık Residence,İstanbul , Kadıköy , Fikirtepe Mah.,2,1,110,5,2
15.000,Kiralık Daire,İstanbul , Fatih , Cibali Mah.,1,1,70,37,3
70.000,Kiralık Daire,İstanbul , Beyoğlu , Cihangir Mah.,2,1,151,90,1
25.500,Kiralık Daire,İstanbul , Ümraniye , İstiklal Mah.,3,1,110,5,1
68.000,Kiralık Daire,İstanbul , Maltepe , Altıntepe Mah.,3,1,110,1,3
19.000,Kiralık Daire,İstanbul , Esenler , Birlik Mah.,2,1,110,29,4
23.500,Kiralık Daire,İstanbul , Bahçelievler , Cumhuriyet Mah.,2,1,88,9,1
58.000,Kiralık Daire,İstanbul , Sarıyer , Zekeriyaköy Mah.,3,1,142,15,1
75.000,Kiralık Daire,İstanbul , Büyükçekmece , Pınartepe Mah.,4,1,235,12,4
46.000,Kiralık Daire,İstanbul , Üsküdar , Çengelköy Mah.,3,1,120,3,2
120.000,Kiralık Villa,İstanbul , Beykoz , Acarlar Mah.,4,1,280,15,0
18.000,Kiralık Daire,İstanbul , Beyoğlu , Yenişehir Mah.,2,1,85,30,1
85.000,Kiralık Villa,İstanbul , Sarıyer , Zekeriyaköy Mah.,3,1,150,10,0
25.000,Kiralık Daire,İstanbul , Eyüpsultan , Merkez Mah.,2,1,118,1,3
12.500,Kiralık Daire,İstanbul , Kağıthane , Yahya Kemal Mah.,1,1,55,30,1
18.000,Kiralık Daire,İstanbul , Bakırköy , Zeytinlik Mah.,1,10,65,38,1
18.000,Kiralık Daire,İstanbul , Fatih , Haseki Sultan Mah.,3,1,90,45,1
10.000,Kiralık Daire,İstanbul , Esenyurt , Fatih Mah.,2,1,110,15,3
23.000,Kiralık Daire,İstanbul , Ataşehir , Kayışdağı Mah.,2,1,105,25,1
140.000,Kiralık Villa,İstanbul , Sarıyer , Zekeriyaköy Mah.,6,2,400,16,0
39.500,Kiralık Daire,İstanbul , Bakırköy , Şenlikköy Mah.,3,1,120,30,1
17.000,Kiralık Daire,İstanbul , Kağıthane , Gürsel Mah.,2,1,65,15,-1
17.000,Kiralık Daire,İstanbul , Esenyurt , Barbaros Hayrettin Paşa Mah.,1,1,80,10,1
18.500,Kiralık Daire,İstanbul , Silivri , Alibey Mah.,3,1,135,25,5
50.000,Kiralık Daire,İstanbul , Küçükçekmece , Atakent Mah.,3,1,126,16,2
21.000,Kiralık Daire,İstanbul , Ümraniye , Namık Kemal Mah.,3,1,150,25,6
50.000,Kiralık Daire,İstanbul , Şişli , Teşvikiye Mah.,2,1,90,40,1
20.000,Kiralık Daire,İstanbul , Beylikdüzü , Gürpınar Mah.,2,1,100,1,-1
22.000,Kiralık Daire,İstanbul , Beşiktaş , Türkali Mah.,2,1,90,33,-1
9.000,Kiralık Daire,İstanbul , Bağcılar , Demirkapı Mah.,2,1,90,25,4
10.000,Kiralık Daire,İstanbul , Fatih , Yedikule Mah.,1,1,70,30,-3
21.000,Kiralık Daire,İstanbul , Kadıköy , Sahrayı Cedit Mah.,2,1,100,35,4
25.000,Kiralık Daire,İstanbul , Kadıköy , Fenerbahçe Mah.,1,1,70,6,6
15.000,Kiralık Daire,İstanbul , Üsküdar , Ferah Mah.,1,1,65,15,-1
15.500,Kiralık Daire,İstanbul , Avcılar , Mustafa Kemal Paşa Mah.,3,1,120,25,2
19.500,Kiralık Daire,İstanbul , Bağcılar , Kirazlı Mah.,2,1,100,26,3
23.000,Kiralık Daire,İstanbul , Sarıyer , Ayazağa Mah.,2,1,100,25,1
25.000,Kiralık Daire,İstanbul , Bayrampaşa , Terazidere Mah.,2,1,80,7,1
95.000,Kiralık Daire,İstanbul , Bakırköy , Yeşilköy Mah.,4,1,270,21,1
30.000,Kiralık Daire,İstanbul , Kağıthane , Ortabayır Mah.,2,1,80,5,1
25.000,Kiralık Daire,İstanbul , Ümraniye , Tepeüstü Mah.,2,1,120,18,1
35.000,Kiralık Daire,İstanbul , Kağıthane , Yahya Kemal Mah.,5,1,160,5,2
20.000,Kiralık Daire,İstanbul , Avcılar , Merkez Mah.,2,1,90,27,2
26.000,Kiralık Daire,İstanbul , Beylikdüzü , Kavaklı Mah.,2,1,90,5,2
15.500,Kiralık Daire,İstanbul , Avcılar , Denizköşkler Mah.,2,1,90,30,1
30.000,Kiralık Daire,İstanbul , Kağıthane , Emniyet Evleri Mah.,3,1,150,25,1
16.500,Kiralık Daire,İstanbul , Sultanbeyli , Mimar Sinan Mah.,2,1,135,4,1
22.500,Kiralık Daire,İstanbul , Fatih , Cerrahpaşa Mah.,2,1,65,35,2
38.000,Kiralık Daire,İstanbul , Kadıköy , Rasimpaşa Mah.,2,1,89,40,3
17.500,Kiralık Daire,İstanbul , Gaziosmanpaşa , Sarıgöl Mah.,2,1,80,8,3
31.000,Kiralık Daire,İstanbul , Kağıthane , Çeliktepe Mah.,2,1,95,30,1
240.000,Kiralık Yalı Dairesi,İstanbul , Sarıyer , Yeniköy Mah.,4,1,180,30,3
50.000,Kiralık Villa,İstanbul , Beykoz , Öğümce Mah.,3,1,150,3,0
17.000,Kiralık Daire,İstanbul , Küçükçekmece , Gültepe Mah.,3,1,120,27,5
49.000,Kiralık Residence,İstanbul , Kağıthane , Çeliktepe Mah.,2,1,110,2,3
65.000,Kiralık Daire,İstanbul , Beşiktaş , Vişnezade Mah.,2,1,120,35,1
23.000,Kiralık Daire,İstanbul , Eyüpsultan , İslambey Mah.,1,1,75,1,2
38.000,Kiralık Daire,İstanbul , Pendik , Dumlupınar Mah.,2,1,125,1,3
18.000,Kiralık Daire,İstanbul , Küçükçekmece , Tevfik Bey Mah.,3,1,125,25,5
38.000,Kiralık Daire,İstanbul , Kağıthane , Sultan Selim Mah.,3,1,155,26,3
120.000,Kiralık Daire,İstanbul , Beşiktaş , Vişnezade Mah.,3,1,175,65,3
30.000,Kiralık Daire,İstanbul , Bahçelievler , Siyavuşpaşa Mah.,3,1,120,25,1
25.000,Kiralık Daire,İstanbul , Üsküdar , İcadiye Mah.,2,1,80,35,2
45.000,Kiralık Müstakil Ev,İstanbul , Şile , Değirmençayırı Mah.,3,1,155,11,0
19.000,Kiralık Daire,İstanbul , Eyüpsultan , Akşemsettin Mah.,2,1,90,16,4
20.000,Kiralık Daire,İstanbul , Esenyurt , Yunus Emre Mah.,2,1,90,10,3
13.000,Kiralık Daire,İstanbul , Esenler , Kemer Mah.,2,1,110,29,5
30.000,Kiralık Daire,İstanbul , Kağıthane , Şirintepe Mah.,2,1,81,3,7
20.000,Kiralık Daire,İstanbul , Gaziosmanpaşa , Karlıtepe Mah.,2,1,90,30,1
50.000,Kiralık Daire,İstanbul , Şişli , Teşvikiye Mah.,2,1,140,55,4
23.000,Kiralık Daire,İstanbul , Üsküdar , Zeynep Kamil Mah.,2,1,90,40,3
16.000,Kiralık Daire,İstanbul , Beyoğlu , Kadımehmet Efendi Mah.,1,1,60,25,4
35.000,Kiralık Daire,İstanbul , Beşiktaş , Sinanpaşa Mah.,2,1,120,40,2
55.000,Kiralık Daire,İstanbul , Sarıyer , Cumhuriyet Mah.,2,1,140,35,1
60.000,Kiralık Daire,İstanbul , Bahçelievler , Bahçelievler Mah.,3,1,135,12,9
10.000,Kiralık Daire,İstanbul , Esenyurt , Üçevler Mah.,1,1,65,15,-1
32.000,Kiralık Daire,İstanbul , Üsküdar , İcadiye Mah.,3,1,130,40,3
100.000,Kiralık Residence,İstanbul , Beykoz , Acarlar Mah.,3,1,191,1,16
18.500,Kiralık Daire,İstanbul , Küçükçekmece , Kemalpaşa Mah.,2,1,100,25,3
33.500,Kiralık Daire,İstanbul , Sarıyer , Ayazağa Mah.,1,1,65,12,3
145.000,Kiralık Daire,İstanbul , Üsküdar , Altunizade Mah.,2,1,230,20,3
120.000,Kiralık Daire,İstanbul , Kadıköy , Erenköy Mah.,4,1,230,26,9
40.000,Kiralık Daire,İstanbul , Beşiktaş , Levent Mah.,1,1,85,1,12
35.000,Kiralık Daire,İstanbul , Şişli , İnönü Mah.,2,1,80,9,4
45.000,Kiralık Daire,İstanbul , Sarıyer , Kireçburnu Mah.,1,1,110,30,1
39.500,Kiralık Daire,İstanbul , Beşiktaş , Türkali Mah.,2,1,105,40,3
32.500,Kiralık Daire,İstanbul , Üsküdar , Zeynep Kamil Mah.,2,1,110,19,1
55.000,Kiralık Daire,İstanbul , Beşiktaş , Etiler Mah.,3,1,138,30,4
125.000,Kiralık Daire,İstanbul , Eyüpsultan , Göktürk Merkez Mah.,14,1,215,1,3
25.000,Kiralık Daire,İstanbul , Bahçelievler , Şirinevler Mah.,3,1,125,32,5
130.000,Kiralık Residence,İstanbul , Sarıyer , Huzur Mah.,4,1,204,7,21
10.000,Kiralık Daire,İstanbul , Şişli , Eskişehir Mah.,1,1,65,50,1
50.000,Kiralık Residence,İstanbul , Kağıthane , Sultan Selim Mah.,2,1,80,5,8
15.000,Kiralık Daire,İstanbul , Esenyurt , Mehterçeşme Mah.,2,1,100,4,1
16.000,Kiralık Daire,İstanbul , Küçükçekmece , Yeşilova Mah.,3,1,135,30,2
20.000,Kiralık Daire,İstanbul , Fatih , Mevlanakapı Mah.,2,1,90,25,4
25.000,Kiralık Daire,İstanbul , Bahçelievler , Fevzi Çakmak Mah.,2,1,90,1,1
30.000,Kiralık Daire,İstanbul , Beylikdüzü , Kavaklı Mah.,2,1,110,4,2
28.500,Kiralık Daire,İstanbul , Kadıköy , Caferağa Mah.,1,1,70,33,1
36.000,Kiralık Daire,İstanbul , Şişli , Mecidiyeköy Mah.,1,0,64,4,2
250.000,Kiralık Residence,İstanbul , Şişli , Esentepe Mah.,3,1,228,10,21
18.000,Kiralık Daire,İstanbul , Avcılar , Gümüşpala Mah.,2,1,100,24,-2
280.000,Kiralık Residence,İstanbul , Sarıyer , Maslak Mah.,5,1,330,10,21
65.000,Kiralık Daire,İstanbul , Beşiktaş , Akat Mah.,3,1,105,30,2
16.000,Kiralık Daire,İstanbul , Bağcılar , Yenigün Mah.,2,1,100,28,6
250.000,Kiralık Müstakil Ev,İstanbul , Üsküdar , Salacak Mah.,3,1,360,40,0
33.000,Kiralık Daire,İstanbul , Şişli , Merkez Mah.,2,1,85,25,1
140.000,Kiralık Villa,İstanbul , Beşiktaş , Ortaköy Mah.,5,2,550,29,0
20.000,Kiralık Daire,İstanbul , Kadıköy , Osmanağa Mah.,1,0,50,32,5
30.000,Kiralık Daire,İstanbul , Ataşehir , Örnek Mah.,1,1,60,1,1
13.000,Kiralık Daire,İstanbul , Arnavutköy , Hadımköy Mah.,2,1,75,15,1
30.000,Kiralık Daire,İstanbul , Maltepe , İdealtepe Mah.,3,1,100,35,1
55.000,Kiralık Daire,İstanbul , Şişli , Merkez Mah.,2,1,120,5,4
11.000,Kiralık Daire,İstanbul , Çekmeköy , Alemdağ Mah.,1,1,85,15,1
23.000,Kiralık Daire,İstanbul , Başakşehir , Bahçeşehir 1. Kısım Mah.,1,1,66,5,3
20.000,Kiralık Daire,İstanbul , Beyoğlu , Kaptanpaşa Mah.,2,1,60,30,3
16.000,Kiralık Daire,İstanbul , Esenler , Menderes Mah.,2,1,90,28,1
23.000,Kiralık Daire,İstanbul , Şişli , Gülbahar Mah.,2,1,70,30,5
20.000,Kiralık Daire,İstanbul , Zeytinburnu , Veliefendi Mah.,2,1,130,28,1
51.000,Kiralık Daire,İstanbul , Pendik , Kaynarca Mah.,3,1,137,8,3
27.500,Kiralık Daire,İstanbul , Şişli , Eskişehir Mah.,1,1,75,60,7
185.000,Kiralık Villa,İstanbul , Sarıyer , Kumköy Mah.,4,2,388,12,0
20.000,Kiralık Daire,İstanbul , Kağıthane , Talatpaşa Mah.,1,1,80,25,4
16.500,Kiralık Daire,İstanbul , Büyükçekmece , 19 Mayıs Mah.,3,1,140,30,5
20.000,Kiralık Daire,İstanbul , Fatih , Şehremini Mah.,3,1,105,45,4
12.000,Kiralık Daire,İstanbul , Esenyurt , Çınar Mah.,2,0,85,11,1
40.000,Kiralık Daire,İstanbul , Beşiktaş , Vişnezade Mah.,1,1,90,35,1
30.000,Kiralık Daire,İstanbul , Beyoğlu , Cihangir Mah.,1,1,70,20,1
20.000,Kiralık Daire,İstanbul , Kağıthane , Emniyet Evleri Mah.,3,1,105,35,2
45.000,Kiralık Villa,İstanbul , Şile , Çavuş Mah.,4,1,140,15,0
18.000,Kiralık Daire,İstanbul , Çekmeköy , Sultançiftliği Mah.,1,1,63,1,1
27.500,Kiralık Daire,İstanbul , Beylikdüzü , Gürpınar Mah.,1,1,86,5,6
135.000,Kiralık Daire,İstanbul , Beşiktaş , Ortaköy Mah.,2,1,150,21,1
32.000,Kiralık Daire,İstanbul , Küçükçekmece , Cumhuriyet Mah.,3,2,180,1,4
35.000,Kiralık Daire,İstanbul , Beşiktaş , Yıldız Mah.,2,1,75,50,1
55.000,Kiralık Daire,İstanbul , Beyoğlu , Tomtom Mah.,1,1,80,35,5
140.000,Kiralık Daire,İstanbul , Bakırköy , Şenlikköy Mah.,3,1,210,8,1
25.000,Kiralık Daire,İstanbul , Kağıthane , Sultan Selim Mah.,3,1,130,29,2
40.000,Kiralık Daire,İstanbul , Maltepe , Altayçeşme Mah.,2,1,60,8,17
40.000,Kiralık Daire,İstanbul , Üsküdar , Murat Reis Mah.,3,1,130,20,3
180.000,Kiralık Residence,İstanbul , Sarıyer , Ferahevler Mah.,3,1,250,4,3
13.500,Kiralık Daire,İstanbul , Esenyurt , Fatih Mah.,1,1,65,4,1
13.000,Kiralık Daire,İstanbul , Esenyurt , Necip Fazıl Kısakürek Mah.,1,1,88,16,3
22.500,Kiralık Daire,İstanbul , Ataşehir , Kayışdağı Mah.,1,1,55,5,1
52.000,Kiralık Daire,İstanbul , Beşiktaş , Dikilitaş Mah.,2,1,85,1,4
65.000,Kiralık Residence,İstanbul , Sarıyer , Maslak Mah.,3,1,130,6,13
25.000,Kiralık Daire,İstanbul , Bakırköy , Zuhuratbaba Mah.,1,1,50,20,1
20.000,Kiralık Daire,İstanbul , Güngören , Tozkoparan Mah.,2,1,100,30,11
25.000,Kiralık Daire,İstanbul , Kadıköy , Osmanağa Mah.,1,1,45,31,3
33.000,Kiralık Daire,İstanbul , Sarıyer , Ayazağa Mah.,2,1,50,20,6
28.000,Kiralık Daire,İstanbul , Şişli , Kuştepe Mah.,2,1,110,20,3
22.000,Kiralık Daire,İstanbul , Sarıyer , Maden Mah.,1,1,55,25,1
48.000,Kiralık Daire,İstanbul , Beyoğlu , Ömer Avni Mah.,3,1,120,3,2
16.000,Kiralık Daire,İstanbul , Avcılar , Cihangir Mah.,1,1,60,1,1
435.000,Kiralık Villa,İstanbul , Beykoz , Acarlar Mah.,6,2,650,15,0
45.000,Kiralık Daire,İstanbul , Kadıköy , Bostancı Mah.,3,1,85,3,1
45.000,Kiralık Daire,İstanbul , Kadıköy , Merdivenköy Mah.,3,1,150,22,1
20.000,Kiralık Daire,İstanbul , Fatih , Seyyid Ömer Mah.,2,1,85,35,1
37.500,Kiralık Daire,İstanbul , Maltepe , Altıntepe Mah.,2,1,65,1,1
11.000,Kiralık Daire,İstanbul , Bağcılar , Demirkapı Mah.,1,1,75,27,1
17.000,Kiralık Daire,İstanbul , Fatih , Sümbül Efendi Mah.,2,1,75,40,2
15.000,Kiralık Daire,İstanbul , Esenler , Fevzi Çakmak Mah.,2,1,90,25,4
29.000,Kiralık Daire,İstanbul , Bahçelievler , Soğanlı Mah.,3,1,130,26,1
68.000,Kiralık Daire,İstanbul , Sarıyer , Zekeriyaköy Mah.,3,1,135,25,3
40.000,Kiralık Daire,İstanbul , Maltepe , Altıntepe Mah.,1,1,68,7,1
35.000,Kiralık Daire,İstanbul , Zeytinburnu , Merkezefendi Mah.,3,1,110,31,2
30.000,Kiralık Daire,İstanbul , Sarıyer , Bahçeköy Yeni Mah.,2,1,100,22,5
