list-view-price,left,location,districk,neighborhood,room,living_room,area,age,floor
50.000,Kiralık Daire,İstanbul , Beşiktaş , Dikilitaş Mah.,3,1,150,10,1
51.000,Kiralık Daire,İstanbul , Küçükçekmece , Halkalı Merkez Mah.,2,1,125,1,1
65.000,Kiralık Daire,İstanbul , Kadıköy , Fenerbahçe Mah.,2,1,90,35,2
105.000,Kiralık Daire,İstanbul , Beyoğlu , Pürtelaş Hasan Efendi Mah.,1,1,85,60,5
415.000,Kiralık Residence,İstanbul , Beşiktaş , Vişnezade Mah.,4,1,421,5,5
20.000,Kiralık Daire,İstanbul , Şişli , Mecidiyeköy Mah.,2,1,75,11,1
250.000,Kiralık Daire,İstanbul , Şişli , Harbiye Mah.,3,1,150,30,4
14.500,Kiralık Daire,İstanbul , Küçükçekmece , Yeşilova Mah.,1,0,45,32,1
21.500,Kiralık Daire,İstanbul , Küçükçekmece , Atakent Mah.,1,0,46,12,8
110.000,Kiralık Daire,İstanbul , Kadıköy , Suadiye Mah.,3,1,160,1,1
35.000,Kiralık Daire,İstanbul , Ataşehir , Fetih Mah.,3,1,140,27,-1
62.000,Kiralık Daire,İstanbul , Kadıköy , Suadiye Mah.,2,1,110,1,7
42.000,Kiralık Daire,İstanbul , Şişli , Merkez Mah.,2,1,85,5,1
25.000,Kiralık Daire,İstanbul , Kartal , Atalar Mah.,2,1,105,45,2
100.000,Kiralık Daire,İstanbul , Kadıköy , Caferağa Mah.,4,2,186,30,4
30.000,Kiralık Daire,İstanbul , Kağıthane , Seyrantepe Mah.,1,0,50,14,2
17.000,Kiralık Daire,İstanbul , Bahçelievler , Siyavuşpaşa Mah.,2,1,85,35,1
37.000,Kiralık Daire,İstanbul , Kağıthane , Sultan Selim Mah.,2,1,75,6,4
18.500,Kiralık Daire,İstanbul , Avcılar , Ambarlı Mah.,3,1,135,30,3
35.000,Kiralık Daire,İstanbul , Maltepe , Aydınevler Mah.,2,1,130,8,5
16.000,Kiralık Daire,İstanbul , Kağıthane , Gültepe Mah.,1,1,80,28,2
105.000,Kiralık Daire,İstanbul , Bakırköy , Şenlikköy Mah.,4,1,260,22,2
90.000,Kiralık Daire,İstanbul , Üsküdar , Çengelköy Mah.,4,2,250,5,5
39.500,Kiralık Daire,İstanbul , Şişli , Fulya Mah.,1,1,78,7,5
80.000,Kiralık Daire,İstanbul , Maltepe , Başıbüyük Mah.,3,1,180,12,7
11.000,Kiralık Daire,İstanbul , Esenyurt , Yunus Emre Mah.,1,1,75,5,1
45.000,Kiralık Daire,İstanbul , Gaziosmanpaşa , Karadeniz Mah.,2,1,125,8,7
34.000,Kiralık Daire,İstanbul , Ümraniye , Yukarı Dudullu Mah.,1,1,80,10,2
23.500,Kiralık Daire,İstanbul , Sancaktepe , Emek Mah.,1,1,64,6,3
30.000,Kiralık Daire,İstanbul , Çekmeköy , Nişantepe Mah.,1,1,65,5,1
200.000,Kiralık Daire,İstanbul , Beşiktaş , Ulus Mah.,6,1,340,30,3
17.000,Kiralık Daire,İstanbul , Çekmeköy , Mimar Sinan Mah.,2,1,90,25,1
25.000,Kiralık Daire,İstanbul , Fatih , Topkapı Mah.,2,1,95,35,2
25.000,Kiralık Daire,İstanbul , Küçükçekmece , Atakent Mah.,2,1,70,23,5
35.000,Kiralık Daire,İstanbul , Sancaktepe , Fatih Mah.,2,1,118,1,13
300.000,Kiralık Loft Daire,İstanbul , Şişli , Esentepe Mah.,4,0,306,9,21
28.000,Kiralık Daire,İstanbul , Kağıthane , Seyrantepe Mah.,1,1,30,5,1
37.000,Kiralık Daire,İstanbul , Ataşehir , Küçükbakkalköy Mah.,1,1,60,15,6
13.000,Kiralık Daire,İstanbul , Şişli , Fulya Mah.,1,1,40,40,-2
35.000,Kiralık Daire,İstanbul , Kağıthane , Sultan Selim Mah.,1,1,60,9,3
24.000,Kiralık Daire,İstanbul , Eyüpsultan , Yeşilpınar Mah.,3,1,125,4,3
41.000,Kiralık Daire,İstanbul , Maltepe , Feyzullah Mah.,3,1,140,27,2
26.000,Kiralık Daire,İstanbul , Üsküdar , Mimar Sinan Mah.,2,1,75,45,1
38.500,Kiralık Daire,İstanbul , Kadıköy , Merdivenköy Mah.,3,1,135,35,4
38.500,Kiralık Daire,İstanbul , Kadıköy , Merdivenköy Mah.,3,1,135,35,4
44.000,Kiralık Residence,İstanbul , Beyoğlu , Şehit Muhtar Mah.,1,1,55,1,4
23.000,Kiralık Daire,İstanbul , Başakşehir , Güvercintepe Mah.,2,1,90,1,3
27.000,Kiralık Daire,İstanbul , Güngören , Merkez Mah.,3,1,120,20,4
33.000,Kiralık Residence,İstanbul , Şişli , Cumhuriyet Mah.,1,0,50,10,5
15.000,Kiralık Daire,İstanbul , Beykoz , Çamlıbahçe Mah.,2,1,75,30,2
68.000,Kiralık Daire,İstanbul , Çekmeköy , Güngören Mah.,2,1,119,1,1
25.000,Kiralık Daire,İstanbul , Beylikdüzü , Adnan Kahveci Mah.,3,1,165,25,3
35.000,Kiralık Daire,İstanbul , Ataşehir , Kayışdağı Mah.,2,1,85,5,1
27.500,Kiralık Daire,İstanbul , Avcılar , Denizköşkler Mah.,5,2,270,30,4
45.000,Kiralık Daire,İstanbul , Beylikdüzü , Barış Mah.,3,1,168,6,2
12.000,Kiralık Daire,İstanbul , Küçükçekmece , Yeşilova Mah.,2,1,90,21,5
205.000,Kiralık Daire,İstanbul , Beşiktaş , Yıldız Mah.,4,1,270,31,1
60.000,Kiralık Residence,İstanbul , Kağıthane , Hamidiye Mah.,1,1,69,2,8
95.000,Kiralık Daire,İstanbul , Kadıköy , Fenerbahçe Mah.,3,1,150,16,1
25.000,Kiralık Daire,İstanbul , Kağıthane , Seyrantepe Mah.,1,1,85,10,1
165.000,Kiralık Daire,İstanbul , Şişli , Harbiye Mah.,3,1,180,35,7
25.000,Kiralık Daire,İstanbul , Bahçelievler , Siyavuşpaşa Mah.,2,1,100,29,4
34.500,Kiralık Daire,İstanbul , Maltepe , Feyzullah Mah.,2,1,75,8,1
110.000,Kiralık Daire,İstanbul , Kadıköy , Sahrayı Cedit Mah.,5,1,280,31,2
18.500,Kiralık Daire,İstanbul , Maltepe , Başıbüyük Mah.,2,1,110,19,1
35.000,Kiralık Daire,İstanbul , Ümraniye , Yamanevler Mah.,2,1,75,6,1
18.000,Kiralık Daire,İstanbul , Pendik , Kaynarca Mah.,1,1,67,10,1
22.500,Kiralık Daire,İstanbul , Esenyurt , Hürriyet Mah.,4,1,170,10,5
48.000,Kiralık Daire,İstanbul , Kağıthane , Hamidiye Mah.,3,1,155,26,1
45.000,Kiralık Residence,İstanbul , Sarıyer , Maslak Mah.,1,1,90,7,10
13.000,Kiralık Daire,İstanbul , Esenyurt , Fatih Mah.,2,1,90,9,2
18.000,Kiralık Daire,İstanbul , Bahçelievler , Çobançeşme Mah.,2,1,95,30,2
18.000,Kiralık Daire,İstanbul , Fatih , Mevlanakapı Mah.,2,1,80,42,3
42.000,Kiralık Daire,İstanbul , Maltepe , Cevizli Mah.,3,1,120,18,4
22.500,Kiralık Daire,İstanbul , Esenyurt , Yeşilkent Mah.,3,1,127,10,8
55.000,Kiralık Daire,İstanbul , Bağcılar , Fevzi Çakmak Mah.,4,1,150,12,5
54.000,Kiralık Daire,İstanbul , Ümraniye , Mehmet Akif Mah.,4,1,250,19,3
55.000,Kiralık Daire,İstanbul , Kadıköy , Suadiye Mah.,3,1,178,30,5
55.000,Kiralık Daire,İstanbul , Beşiktaş , Arnavutköy Mah.,2,1,80,30,1
38.000,Kiralık Residence,İstanbul , Kağıthane , Ortabayır Mah.,2,1,120,8,6
45.000,Kiralık Daire,İstanbul , Kadıköy , Dumlupınar Mah.,1,1,96,2,4
120.000,Kiralık Daire,İstanbul , Bakırköy , Şenlikköy Mah.,6,2,300,19,3
90.000,Kiralık Daire,İstanbul , Kadıköy , Suadiye Mah.,4,1,165,26,6
32.500,Kiralık Daire,İstanbul , Sarıyer , Ayazağa Mah.,3,1,151,30,5
22.000,Kiralık Daire,İstanbul , Maltepe , Fındıklı Mah.,2,1,70,7,1
46.000,Kiralık Daire,İstanbul , Bahçelievler , Siyavuşpaşa Mah.,4,1,185,3,4
25.000,Kiralık Daire,İstanbul , Avcılar , Merkez Mah.,3,1,130,30,2
52.500,Kiralık Daire,İstanbul , Kadıköy , Bostancı Mah.,3,1,160,38,4
100.000,Kiralık Daire,İstanbul , Sarıyer , Ayazağa Mah.,2,1,130,10,16
28.000,Kiralık Daire,İstanbul , Şişli , Yayla Mah.,1,1,65,10,5
20.000,Kiralık Daire,İstanbul , Bahçelievler , Siyavuşpaşa Mah.,2,1,90,30,2
16.000,Kiralık Daire,İstanbul , Fatih , Sümbül Efendi Mah.,2,1,80,40,3
35.000,Kiralık Daire,İstanbul , Kağıthane , Seyrantepe Mah.,3,1,115,15,3
90.000,Kiralık Daire,İstanbul , Beykoz , Acarlar Mah.,3,1,180,14,3
29.000,Kiralık Daire,İstanbul , Sarıyer , Kireçburnu Mah.,1,1,90,30,5
105.000,Kiralık Daire,İstanbul , Beyoğlu , Pürtelaş Hasan Efendi Mah.,1,1,90,39,5
50.000,Kiralık Residence,İstanbul , Ümraniye , Saray Mah.,2,1,110,5,14
15.000,Kiralık Daire,İstanbul , Fatih , Silivrikapı Mah.,1,1,60,40,1
27.000,Kiralık Daire,İstanbul , Küçükçekmece , İstasyon Mah.,3,1,105,3,1
200.000,Kiralık Daire,İstanbul , Şişli , Harbiye Mah.,4,1,200,30,2
16.500,Kiralık Daire,İstanbul , Şişli , Gülbahar Mah.,1,1,70,6,2
40.000,Kiralık Daire,İstanbul , Ataşehir , İnönü Mah.,3,1,120,37,2
130.000,Kiralık Daire,İstanbul , Üsküdar , Kandilli Mah.,3,1,130,30,3
18.000,Kiralık Daire,İstanbul , Maltepe , Zümrütevler Mah.,3,1,120,5,5
75.000,Kiralık Daire,İstanbul , Maltepe , İdealtepe Mah.,4,1,210,1,4
80.000,Kiralık Daire,İstanbul , Beyoğlu , Kılıçali Paşa Mah.,2,1,130,50,5
32.000,Kiralık Daire,İstanbul , Fatih , Koca Mustafapaşa Mah.,3,1,120,40,4
100.000,Kiralık Villa,İstanbul , Büyükçekmece , Fatih Mah.,5,1,320,2,0
23.000,Kiralık Daire,İstanbul , Esenyurt , Gökevler Mah.,3,1,170,1,21
250.000,Kiralık Yalı,İstanbul , Beykoz , Anadolu Hisarı Mah.,4,1,250,50,0
22.000,Kiralık Daire,İstanbul , Beylikdüzü , Adnan Kahveci Mah.,3,1,135,15,13
130.000,Kiralık Daire,İstanbul , Eyüpsultan , Mimar Sinan Mah.,3,1,187,1,1
85.000,Kiralık Daire,İstanbul , Sarıyer , Büyükdere Mah.,3,1,150,31,2
200.000,Kiralık Residence,İstanbul , Beşiktaş , Levent Mah.,4,1,360,5,21
21.000,Kiralık Daire,İstanbul , Başakşehir , Başakşehir Mah.,2,1,85,30,5
55.000,Kiralık Daire,İstanbul , Ataşehir , Atatürk Mah.,3,1,150,28,1
23.000,Kiralık Daire,İstanbul , Küçükçekmece , Cennet Mah.,2,1,95,32,1
27.500,Kiralık Daire,İstanbul , Şişli , Kuştepe Mah.,2,1,75,8,1
32.000,Kiralık Daire,İstanbul , Başakşehir , Bahçeşehir 2. Kısım Mah.,2,1,135,19,8
31.000,Kiralık Daire,İstanbul , Küçükçekmece , Sultan Murat Mah.,2,1,85,2,1
22.000,Kiralık Daire,İstanbul , Üsküdar , Valide-i Atik Mah.,1,1,60,29,4
36.000,Kiralık Daire,İstanbul , Maltepe , Altıntepe Mah.,1,1,45,9,1
17.000,Kiralık Daire,İstanbul , Fatih , Seyyid Ömer Mah.,1,1,75,40,2
50.000,Kiralık Daire,İstanbul , Beşiktaş , Etiler Mah.,3,1,130,30,4
80.000,Kiralık Daire,İstanbul , Maltepe , İdealtepe Mah.,3,2,200,1,5
33.500,Kiralık Daire,İstanbul , Kağıthane , Merkez Mah.,2,1,80,8,-1
95.000,Kiralık Daire,İstanbul , Kadıköy , Caddebostan Mah.,3,1,105,7,7
35.000,Kiralık Daire,İstanbul , Ataşehir , Küçükbakkalköy Mah.,1,1,70,10,1
55.000,Kiralık Daire,İstanbul , Beyoğlu , Tomtom Mah.,3,1,110,35,2
22.500,Kiralık Daire,İstanbul , Güngören , Mareşal Çakmak Mah.,2,1,90,32,2
34.000,Kiralık Daire,İstanbul , Kartal , Hürriyet Mah.,4,1,155,12,5
40.000,Kiralık Daire,İstanbul , Beyoğlu , Cihangir Mah.,2,1,85,40,1
20.000,Kiralık Daire,İstanbul , Beyoğlu , Asmalı Mescit Mah.,1,1,60,25,2
19.000,Kiralık Daire,İstanbul , Şişli , Mecidiyeköy Mah.,1,1,60,15,1
35.000,Kiralık Müstakil Ev,İstanbul , Sarıyer , Cumhuriyet Mah.,1,1,150,23,0
15.000,Kiralık Daire,İstanbul , Beylikdüzü , Gürpınar Mah.,2,1,90,8,5
26.000,Kiralık Daire,İstanbul , Bahçelievler , Soğanlı Mah.,3,1,140,15,4
33.000,Kiralık Daire,İstanbul , Küçükçekmece , Atakent Mah.,3,1,125,35,3
40.000,Kiralık Daire,İstanbul , Kağıthane , Merkez Mah.,3,1,120,21,11
100.000,Kiralık Daire,İstanbul , Beyoğlu , Gümüşsuyu Mah.,2,1,90,5,5
47.500,Kiralık Daire,İstanbul , Beşiktaş , Gayrettepe Mah.,2,1,90,21,1
18.000,Kiralık Daire,İstanbul , Kağıthane , Ortabayır Mah.,2,1,85,35,1
50.000,Kiralık Daire,İstanbul , Beşiktaş , Muradiye Mah.,3,1,120,35,5
27.500,Kiralık Daire,İstanbul , Kadıköy , Hasanpaşa Mah.,3,1,125,40,-1
58.000,Kiralık Daire,İstanbul , Üsküdar , Zeynep Kamil Mah.,3,1,180,26,3
29.000,Kiralık Daire,İstanbul , Ataşehir , İçerenköy Mah.,3,1,120,30,2
35.000,Kiralık Daire,İstanbul , Kağıthane , Çeliktepe Mah.,2,1,80,28,3
18.000,Kiralık Daire,İstanbul , Kağıthane , Sultan Selim Mah.,2,1,70,10,1
32.000,Kiralık Daire,İstanbul , Bakırköy , Kartaltepe Mah.,2,1,150,36,4
15.900,Kiralık Daire,İstanbul , Bahçelievler , Hürriyet Mah.,1,1,55,9,1
23.000,Kiralık Daire,İstanbul , Şişli , Merkez Mah.,1,1,80,28,-2
65.000,Kiralık Daire,İstanbul , Bakırköy , Yeşilköy Mah.,3,1,110,7,3
450.000,Kiralık Daire,İstanbul , Beşiktaş , Bebek Mah.,4,1,200,25,1
35.000,Kiralık Daire,İstanbul , Bahçelievler , Siyavuşpaşa Mah.,2,1,85,7,4
37.500,Kiralık Daire,İstanbul , Bakırköy , Yeşilköy Mah.,2,1,125,35,3
215.000,Kiralık Yalı Dairesi,İstanbul , Sarıyer , Emirgan Mah.,2,1,235,25,3
19.000,Kiralık Daire,İstanbul , Bahçelievler , Zafer Mah.,1,1,70,13,5
27.000,Kiralık Daire,İstanbul , Şişli , Feriköy Mah.,2,1,85,26,4
25.000,Kiralık Daire,İstanbul , Ataşehir , Kayışdağı Mah.,1,1,50,12,1
22.000,Kiralık Daire,İstanbul , Üsküdar , Ferah Mah.,1,1,65,5,1
27.000,Kiralık Daire,İstanbul , Beyoğlu , Sururi Mehmet Efendi Mah.,2,1,70,3,2
21.000,Kiralık Daire,İstanbul , Gaziosmanpaşa , Bağlarbaşı Mah.,2,1,110,3,1
40.000,Kiralık Daire,İstanbul , Şişli , Feriköy Mah.,3,1,130,35,2
30.000,Kiralık Daire,İstanbul , Kadıköy , Osmanağa Mah.,1,1,60,30,1
20.500,Kiralık Daire,İstanbul , Kağıthane , Gürsel Mah.,1,1,65,10,3
98.000,Kiralık Daire,İstanbul , Sarıyer , Zekeriyaköy Mah.,4,1,280,25,1
24.000,Kiralık Daire,İstanbul , Şişli , Teşvikiye Mah.,1,0,45,28,-1
17.500,Kiralık Daire,İstanbul , Fatih , Balat Mah.,1,1,50,35,1
49.000,Kiralık Daire,İstanbul , Beşiktaş , Gayrettepe Mah.,3,1,130,40,4
23.000,Kiralık Daire,İstanbul , Şişli , Halide Edip Adıvar Mah.,2,1,75,8,1
25.000,Kiralık Daire,İstanbul , Ümraniye , Atatürk Mah.,2,1,85,23,1
42.000,Kiralık Daire,İstanbul , Kartal , Kordonboyu Mah.,3,1,130,30,3
25.000,Kiralık Daire,İstanbul , Bahçelievler , Siyavuşpaşa Mah.,3,1,120,33,4
38.000,Kiralık Daire,İstanbul , Kadıköy , Erenköy Mah.,2,1,129,31,4
40.000,Kiralık Daire,İstanbul , Kadıköy , 19 Mayıs Mah.,3,1,160,32,2
18.000,Kiralık Daire,İstanbul , Başakşehir , Kayabaşı Mah.,2,1,70,8,4
62.000,Kiralık Daire,İstanbul , Beşiktaş , Akat Mah.,2,1,120,29,3
32.000,Kiralık Daire,İstanbul , Kadıköy , Kozyatağı Mah.,2,1,90,38,1
25.000,Kiralık Daire,İstanbul , Silivri , Yeni Mah.,1,1,75,10,3
25.000,Kiralık Daire,İstanbul , Üsküdar , Sultantepe Mah.,2,1,85,35,1
20.000,Kiralık Daire,İstanbul , Gaziosmanpaşa , Sarıgöl Mah.,1,1,71,10,4
30.000,Kiralık Daire,İstanbul , Sarıyer , Darüşşafaka Mah.,1,1,55,24,1
25.000,Kiralık Daire,İstanbul , Esenyurt , Barbaros Hayrettin Paşa Mah.,1,1,90,2,13
50.000,Kiralık Daire,İstanbul , Bahçelievler , Bahçelievler Mah.,3,1,125,49,2
30.000,Kiralık Daire,İstanbul , Şişli , Mecidiyeköy Mah.,3,1,120,35,1
28.000,Kiralık Daire,İstanbul , Kağıthane , Ortabayır Mah.,1,1,53,10,7
36.000,Kiralık Daire,İstanbul , Beyoğlu , Gümüşsuyu Mah.,2,1,150,45,4
26.000,Kiralık Daire,İstanbul , Sancaktepe , Eyüp Sultan Mah.,3,1,135,17,5
45.000,Kiralık Daire,İstanbul , Kadıköy , Sahrayı Cedit Mah.,3,1,120,36,5
65.000,Kiralık Daire,İstanbul , Kartal , Karlıktepe Mah.,3,1,150,4,21
17.500,Kiralık Daire,İstanbul , Eyüpsultan , Yeşilpınar Mah.,2,1,80,11,1
25.000,Kiralık Daire,İstanbul , Beylikdüzü , Büyükşehir Mah.,3,1,105,29,1
15.000,Kiralık Daire,İstanbul , Şişli , Duatepe Mah.,1,1,75,45,21
26.000,Kiralık Daire,İstanbul , Zeytinburnu , Çırpıcı Mah.,2,1,80,15,1
47.000,Kiralık Daire,İstanbul , Başakşehir , Bahçeşehir 2. Kısım Mah.,6,2,160,24,5
28.000,Kiralık Daire,İstanbul , Bahçelievler , Zafer Mah.,2,1,90,3,2
85.000,Kiralık Daire,İstanbul , Beşiktaş , Ulus Mah.,2,1,160,30,1
28.000,Kiralık Daire,İstanbul , Kadıköy , Acıbadem Mah.,3,1,75,40,1
30.000,Kiralık Daire,İstanbul , Şişli , Fulya Mah.,1,1,50,5,1
33.000,Kiralık Daire,İstanbul , Ataşehir , Atatürk Mah.,1,1,45,9,3
30.000,Kiralık Daire,İstanbul , Sarıyer , Büyükdere Mah.,2,1,81,50,2
26.000,Kiralık Daire,İstanbul , Maltepe , Fındıklı Mah.,3,1,125,15,2
240.000,Kiralık Villa,İstanbul , Sarıyer , Kumköy Mah.,3,2,425,15,0
40.000,Kiralık Daire,İstanbul , Şişli , Halide Edip Adıvar Mah.,2,1,110,4,4
25.700,Kiralık Residence,İstanbul , Kağıthane , Gültepe Mah.,1,1,49,7,9
20.000,Kiralık Daire,İstanbul , Maltepe , Fındıklı Mah.,1,0,65,5,3
28.000,Kiralık Daire,İstanbul , Maltepe , Bağlarbaşı Mah.,2,1,95,40,3
25.000,Kiralık Daire,İstanbul , Kartal , Hürriyet Mah.,2,1,100,7,4
33.000,Kiralık Daire,İstanbul , Zeytinburnu , Maltepe Mah.,1,1,55,10,11
45.000,Kiralık Daire,İstanbul , Kadıköy , Göztepe Mah.,3,1,135,45,1
18.000,Kiralık Daire,İstanbul , Kağıthane , Çağlayan Mah.,1,1,60,10,-2
200.000,Kiralık Residence,İstanbul , Beşiktaş , Nisbetiye Mah.,2,1,200,4,7
80.000,Kiralık Daire,İstanbul , Beşiktaş , Levazım Mah.,3,1,140,40,7
21.500,Kiralık Daire,İstanbul , Fatih , Haseki Sultan Mah.,2,1,90,45,5
250.000,Kiralık Villa,İstanbul , Beykoz , Acarlar Mah.,5,1,450,16,1
20.000,Kiralık Daire,İstanbul , Küçükçekmece , Beşyol Mah.,2,1,100,30,6
40.000,Kiralık Daire,İstanbul , Kadıköy , Caferağa Mah.,2,1,100,35,4
37.000,Kiralık Daire,İstanbul , Beşiktaş , Ortaköy Mah.,2,1,94,39,2
17.000,Kiralık Daire,İstanbul , Zeytinburnu , Beştelsiz Mah.,1,1,95,30,4
49.000,Kiralık Daire,İstanbul , Beyoğlu , Ömer Avni Mah.,23,1,120,40,2
15.000,Kiralık Daire,İstanbul , Kağıthane , Telsizler Mah.,1,1,75,28,4
44.000,Kiralık Daire,İstanbul , Bahçelievler , Çobançeşme Mah.,1,1,87,14,16
30.000,Kiralık Daire,İstanbul , Adalar , Burgazada Mah.,1,1,50,45,1
70.000,Kiralık Daire,İstanbul , Eyüpsultan , Göktürk Merkez Mah.,3,1,178,10,1
19.500,Kiralık Daire,İstanbul , Sultanbeyli , Hasanpaşa Mah.,1,1,65,5,2
21.500,Kiralık Daire,İstanbul , Küçükçekmece , Atakent Mah.,1,0,46,12,8
67.500,Kiralık Daire,İstanbul , Beşiktaş , Kültür Mah.,3,1,120,35,-2
75.000,Kiralık Daire,İstanbul , Üsküdar , Çengelköy Mah.,4,1,240,15,4
58.000,Kiralık Daire,İstanbul , Bakırköy , Basınköy Mah.,3,1,155,20,1
27.500,Kiralık Daire,İstanbul , Beyoğlu , Gümüşsuyu Mah.,1,1,45,30,2
25.000,Kiralık Daire,İstanbul , Kağıthane , Telsizler Mah.,2,1,85,1,1
20.000,Kiralık Daire,İstanbul , Bayrampaşa , Altıntepsi Mah.,3,1,110,25,3
20.000,Kiralık Daire,İstanbul , Şişli , Gülbahar Mah.,2,1,85,20,5
290.000,Kiralık Residence,İstanbul , Şişli , Merkez Mah.,3,1,240,20,3
50.000,Kiralık Daire,İstanbul , Şişli , Fulya Mah.,1,1,80,4,1
30.000,Kiralık Daire,İstanbul , Çekmeköy , Sultançiftliği Mah.,2,1,90,3,9
30.000,Kiralık Daire,İstanbul , Çekmeköy , Sultançiftliği Mah.,2,1,90,3,9
16.500,Kiralık Daire,İstanbul , Küçükçekmece , Yeni Mahalle Mah.,2,1,75,8,1
45.000,Kiralık Residence,İstanbul , Kağıthane , Çeliktepe Mah.,2,1,98,5,8
30.000,Kiralık Daire,İstanbul , Ataşehir , Fetih Mah.,2,1,98,33,1
18.000,Kiralık Daire,İstanbul , Silivri , Yeni Mah.,2,1,89,3,2
39.500,Kiralık Daire,İstanbul , Sarıyer , Zekeriyaköy Mah.,1,1,70,10,1
22.000,Kiralık Daire,İstanbul , Bayrampaşa , Muratpaşa Mah.,2,1,75,6,1
33.000,Kiralık Daire,İstanbul , Başakşehir , Bahçeşehir 1. Kısım Mah.,2,1,120,15,4
40.000,Kiralık Daire,İstanbul , Şişli , Esentepe Mah.,3,1,110,17,1
26.000,Kiralık Daire,İstanbul , Beşiktaş , Dikilitaş Mah.,2,1,90,27,3
43.500,Kiralık Daire,İstanbul , Maltepe , Aydınevler Mah.,3,1,135,12,1
37.000,Kiralık Daire,İstanbul , Gaziosmanpaşa , Karadeniz Mah.,1,1,86,8,19
55.000,Kiralık Daire,İstanbul , Ümraniye , Namık Kemal Mah.,3,1,150,34,2
21.000,Kiralık Daire,İstanbul , Tuzla , Evliya Çelebi Mah.,3,1,140,27,1
110.000,Kiralık Daire,İstanbul , Sarıyer , Zekeriyaköy Mah.,2,1,165,10,1
37.000,Kiralık Daire,İstanbul , Ümraniye , İnkılap Mah.,3,1,135,25,3
30.000,Kiralık Daire,İstanbul , Sarıyer , Ferahevler Mah.,2,1,90,28,1
30.000,Kiralık Daire,İstanbul , Kağıthane , Yahya Kemal Mah.,1,0,60,10,6
65.000,Kiralık Daire,İstanbul , Kadıköy , Merdivenköy Mah.,3,1,125,6,8
48.000,Kiralık Daire,İstanbul , Üsküdar , Sultantepe Mah.,1,1,60,1,4
38.000,Kiralık Daire,İstanbul , Bahçelievler , Şirinevler Mah.,2,1,110,1,2
40.000,Kiralık Daire,İstanbul , Kağıthane , Çeliktepe Mah.,3,1,120,20,4
40.000,Kiralık Daire,İstanbul , Şişli , Fulya Mah.,2,1,90,40,4
18.500,Kiralık Daire,İstanbul , Küçükçekmece , Halkalı Merkez Mah.,1,1,58,29,4
25.000,Kiralık Daire,İstanbul , Beykoz , Soğuksu Mah.,2,1,80,25,3
20.000,Kiralık Daire,İstanbul , Sultangazi , Esentepe Mah.,3,1,130,26,2
15.000,Kiralık Daire,İstanbul , Güngören , Güven Mah.,1,1,70,30,1
40.000,Kiralık Daire,İstanbul , Şişli , Fulya Mah.,3,1,130,20,5
70.000,Kiralık Daire,İstanbul , Sarıyer , Kireçburnu Mah.,3,1,180,25,2
25.000,Kiralık Daire,İstanbul , Küçükçekmece , Cennet Mah.,1,1,68,4,1
20.000,Kiralık Daire,İstanbul , Fatih , Şehremini Mah.,2,1,90,40,2
33.000,Kiralık Daire,İstanbul , Kadıköy , Caferağa Mah.,1,0,45,5,1
37.000,Kiralık Daire,İstanbul , Kartal , Soğanlık Yeni Mah.,1,1,75,7,3
35.000,Kiralık Daire,İstanbul , Pendik , Yeni Mah.,2,1,105,11,5
30.000,Kiralık Daire,İstanbul , Bayrampaşa , Altıntepsi Mah.,2,1,100,35,2
15.000,Kiralık Daire,İstanbul , Zeytinburnu , Nuripaşa Mah.,2,1,65,16,1
28.900,Kiralık Daire,İstanbul , Ümraniye , Tatlısu Mah.,3,1,135,26,8
34.000,Kiralık Daire,İstanbul , Kartal , Gümüşpınar Mah.,3,1,150,15,1
48.000,Kiralık Daire,İstanbul , Bahçelievler , Bahçelievler Mah.,2,1,91,15,1
43.000,Kiralık Daire,İstanbul , Kadıköy , Caferağa Mah.,1,1,60,5,1
80.000,Kiralık Daire,İstanbul , Kadıköy , Fenerbahçe Mah.,2,1,85,6,8
46.000,Kiralık Daire,İstanbul , Beylikdüzü , Barış Mah.,5,1,240,16,3
34.750,Kiralık Daire,İstanbul , Silivri , Selimpaşa Mah.,3,1,350,10,5
25.000,Kiralık Daire,İstanbul , Kağıthane , Ortabayır Mah.,2,1,110,28,3
18.000,Kiralık Daire,İstanbul , Esenyurt , Güzelyurt Mah.,1,1,60,7,8
125.000,Kiralık Daire,İstanbul , Şişli , Teşvikiye Mah.,3,1,250,30,3
15.000,Kiralık Daire,İstanbul , Fatih , Koca Mustafapaşa Mah.,1,1,75,40,1
18.000,Kiralık Daire,İstanbul , Çekmeköy , Merkez Mah.,2,1,90,17,1
79.000,Kiralık Daire,İstanbul , Kadıköy , Fenerbahçe Mah.,3,1,190,28,10
120.000,Kiralık Daire,İstanbul , Sarıyer , Maslak Mah.,4,1,240,8,14
17.000,Kiralık Daire,İstanbul , Fatih , Silivrikapı Mah.,2,1,85,40,2
25.000,Kiralık Daire,İstanbul , Bahçelievler , Şirinevler Mah.,2,1,88,8,3
63.000,Kiralık Daire,İstanbul , Maltepe , Feyzullah Mah.,4,1,220,24,5
25.000,Kiralık Daire,İstanbul , Küçükçekmece , Cumhuriyet Mah.,2,1,90,4,1
60.000,Kiralık Daire,İstanbul , Sarıyer , Maslak Mah.,1,1,119,3,21
250.000,Kiralık Villa,İstanbul , Beykoz , Acarlar Mah.,5,1,450,15,0
25.000,Kiralık Daire,İstanbul , Şişli , Gülbahar Mah.,2,1,95,30,5
