list-view-price,left,celly 3,celly 4,location,districk,neighborhood,room,living_room,area
27.000,Kiralık Daire,"26
                        Yaşında",4. Kat,İstanbul , Şişli , Feriköy Mah.,2,1,85
25.000,Kiralık Daire,"12
                        Yaşında",Yüksek Giriş,İstanbul , Ataşehir , Kayışdağı Mah.,1,1,50
22.000,Kiralık Daire,"5
                        Yaşında",Yüksek Giriş,İstanbul , Üsküdar , Ferah Mah.,1,1,65
27.000,Kiralık Daire,"3
                        Yaşında",2. Kat,İstanbul , Beyoğlu , Sururi Mehmet Efendi Mah.,2,1,70
21.000,Kiralık Daire,"3
                        Yaşında",Bahçe Katı,İstanbul , Gaziosmanpaşa , Bağlarbaşı Mah.,2,1,110
40.000,Kiralık Daire,"35
                        Yaşında",2. Kat,İstanbul , Şişli , Feriköy Mah.,3,1,130
30.000,Kiralık Daire,"30
                        Yaşında",1. Kat,İstanbul , Kadıköy , Osmanağa Mah.,1,1,60
20.500,Kiralık Daire,"10
                        Yaşında",Ara Kat,İstanbul , Kağıthane , Gürsel Mah.,1,1,65
98.000,Kiralık Daire,"25
                        Yaşında",Bahçe Katı,İstanbul , Sarıyer , Zekeriyaköy Mah.,4,1,280
24.000,Kiralık Daire,"28
                        Yaşında",Kot 1,İstanbul , Şişli , Teşvikiye Mah.,1,0,45
17.500,Kiralık Daire,"35
                        Yaşında",1. Kat,İstanbul , Fatih , Balat Mah.,1,1,50
49.000,Kiralık Daire,"40
                        Yaşında",4. Kat,İstanbul , Beşiktaş , Gayrettepe Mah.,3,1,130
23.000,Kiralık Daire,"8
                        Yaşında",Yüksek Giriş,İstanbul , Şişli , Halide Edip Adıvar Mah.,2,1,75
25.000,Kiralık Daire,"23
                        Yaşında",Yüksek Giriş,İstanbul , Ümraniye , Atatürk Mah.,2,1,85
42.000,Kiralık Daire,"30
                        Yaşında",Ara Kat,İstanbul , Kartal , Kordonboyu Mah.,3,1,130
25.000,Kiralık Daire,"33
                        Yaşında",4. Kat,İstanbul , Bahçelievler , Siyavuşpaşa Mah.,3,1,120
38.000,Kiralık Daire,"31
                        Yaşında",4. Kat,İstanbul , Kadıköy , Erenköy Mah.,2,1,129
40.000,Kiralık Daire,"32
                        Yaşında",2. Kat,İstanbul , Kadıköy , 19 Mayıs Mah.,3,1,160
18.000,Kiralık Daire,"8
                        Yaşında",4. Kat,İstanbul , Başakşehir , Kayabaşı Mah.,2,1,70
62.000,Kiralık Daire,"29
                        Yaşında",Ara Kat,İstanbul , Beşiktaş , Akat Mah.,2,1,120
32.000,Kiralık Daire,"38
                        Yaşında",Yüksek Giriş,İstanbul , Kadıköy , Kozyatağı Mah.,2,1,90
25.000,Kiralık Daire,"10
                        Yaşında",Ara Kat,İstanbul , Silivri , Yeni Mah.,1,1,75
25.000,Kiralık Daire,"35
                        Yaşında",Giriş Katı,İstanbul , Üsküdar , Sultantepe Mah.,2,1,85
20.000,Kiralık Daire,"10
                        Yaşında",4. Kat,İstanbul , Gaziosmanpaşa , Sarıgöl Mah.,1,1,71
30.000,Kiralık Daire,"24
                        Yaşında",Yüksek Giriş,İstanbul , Sarıyer , Darüşşafaka Mah.,1,1,55
25.000,Kiralık Daire,"2
                        Yaşında",13. Kat,İstanbul , Esenyurt , Barbaros Hayrettin Paşa Mah.,1,1,90
50.000,Kiralık Daire,"49
                        Yaşında",2. Kat,İstanbul , Bahçelievler , Bahçelievler Mah.,3,1,125
30.000,Kiralık Daire,"35
                        Yaşında",1. Kat,İstanbul , Şişli , Mecidiyeköy Mah.,3,1,120
28.000,Kiralık Daire,"10
                        Yaşında",7. Kat,İstanbul , Kağıthane , Ortabayır Mah.,1,1,53
36.000,Kiralık Daire,"45
                        Yaşında",4. Kat,İstanbul , Beyoğlu , Gümüşsuyu Mah.,2,1,150
26.000,Kiralık Daire,"17
                        Yaşında",5. Kat,İstanbul , Sancaktepe , Eyüp Sultan Mah.,3,1,135
45.000,Kiralık Daire,"36
                        Yaşında",5. Kat,İstanbul , Kadıköy , Sahrayı Cedit Mah.,3,1,120
65.000,Kiralık Daire,"4
                        Yaşında",21 ve üzeri,İstanbul , Kartal , Karlıktepe Mah.,3,1,150
17.500,Kiralık Daire,"11
                        Yaşında",Bahçe Katı,İstanbul , Eyüpsultan , Yeşilpınar Mah.,2,1,80
25.000,Kiralık Daire,"29
                        Yaşında",Yüksek Giriş,İstanbul , Beylikdüzü , Büyükşehir Mah.,3,1,105
15.000,Kiralık Daire,"45
                        Yaşında",Teras Katı,İstanbul , Şişli , Duatepe Mah.,1,1,75
26.000,Kiralık Daire,"15
                        Yaşında",1. Kat,İstanbul , Zeytinburnu , Çırpıcı Mah.,2,1,80
47.000,Kiralık Daire,"24
                        Yaşında",5. Kat,İstanbul , Başakşehir , Bahçeşehir 2. Kısım Mah.,6,2,160
28.000,Kiralık Daire,"3
                        Yaşında",2. Kat,İstanbul , Bahçelievler , Zafer Mah.,2,1,90
85.000,Kiralık Daire,"30
                        Yaşında",Yüksek Giriş,İstanbul , Beşiktaş , Ulus Mah.,2,1,160
28.000,Kiralık Daire,"40
                        Yaşında",Yüksek Giriş,İstanbul , Kadıköy , Acıbadem Mah.,3,1,75
30.000,Kiralık Daire,"5
                        Yaşında",Bahçe Katı,İstanbul , Şişli , Fulya Mah.,1,1,50
33.000,Kiralık Daire,"9
                        Yaşında",Ara Kat,İstanbul , Ataşehir , Atatürk Mah.,1,1,45
30.000,Kiralık Daire,"50
                        Yaşında",2. Kat,İstanbul , Sarıyer , Büyükdere Mah.,2,1,81
26.000,Kiralık Daire,"15
                        Yaşında",2. Kat,İstanbul , Maltepe , Fındıklı Mah.,3,1,125
240.000,Kiralık Villa,"15
                        Yaşında",,İstanbul , Sarıyer , Kumköy Mah.,3,2,425
40.000,Kiralık Daire,"4
                        Yaşında",4. Kat,İstanbul , Şişli , Halide Edip Adıvar Mah.,2,1,110
25.700,Kiralık Residence,"7
                        Yaşında",9. Kat,İstanbul , Kağıthane , Gültepe Mah.,1,1,49
20.000,Kiralık Daire,"5
                        Yaşında",Çatı Katı,İstanbul , Maltepe , Fındıklı Mah.,1,0,65
28.000,Kiralık Daire,"40
                        Yaşında",3. Kat,İstanbul , Maltepe , Bağlarbaşı Mah.,2,1,95
25.000,Kiralık Daire,"7
                        Yaşında",4. Kat,İstanbul , Kartal , Hürriyet Mah.,2,1,100
33.000,Kiralık Daire,"10
                        Yaşında",11. Kat,İstanbul , Zeytinburnu , Maltepe Mah.,1,1,55
45.000,Kiralık Daire,"45
                        Yaşında",1. Kat,İstanbul , Kadıköy , Göztepe Mah.,3,1,135
18.000,Kiralık Daire,"10
                        Yaşında",Kot 2,İstanbul , Kağıthane , Çağlayan Mah.,1,1,60
200.000,Kiralık Residence,"4
                        Yaşında",7. Kat,İstanbul , Beşiktaş , Nisbetiye Mah.,2,1,200
80.000,Kiralık Daire,"40
                        Yaşında",7. Kat,İstanbul , Beşiktaş , Levazım Mah.,3,1,140
21.500,Kiralık Daire,"45
                        Yaşında",En Üst Kat,İstanbul , Fatih , Haseki Sultan Mah.,2,1,90
250.000,Kiralık Villa,"16
                        Yaşında",Bahçe Katı,İstanbul , Beykoz , Acarlar Mah.,5,1,450
20.000,Kiralık Daire,"30
                        Yaşında",6. Kat,İstanbul , Küçükçekmece , Beşyol Mah.,2,1,100
40.000,Kiralık Daire,"35
                        Yaşında",4. Kat,İstanbul , Kadıköy , Caferağa Mah.,2,1,100
37.000,Kiralık Daire,"39
                        Yaşında",2. Kat,İstanbul , Beşiktaş , Ortaköy Mah.,2,1,94
17.000,Kiralık Daire,"30
                        Yaşında",4. Kat,İstanbul , Zeytinburnu , Beştelsiz Mah.,1,1,95
49.000,Kiralık Daire,"40
                        Yaşında",2. Kat,İstanbul , Beyoğlu , Ömer Avni Mah.,23,1,120
15.000,Kiralık Daire,"28
                        Yaşında",4. Kat,İstanbul , Kağıthane , Telsizler Mah.,1,1,75
44.000,Kiralık Daire,"14
                        Yaşında",16. Kat,İstanbul , Bahçelievler , Çobançeşme Mah.,1,1,87
30.000,Kiralık Daire,"45
                        Yaşında",Bahçe Katı,İstanbul , Adalar , Burgazada Mah.,1,1,50
70.000,Kiralık Daire,"10
                        Yaşında",1. Kat,İstanbul , Eyüpsultan , Göktürk Merkez Mah.,3,1,178
19.500,Kiralık Daire,"5
                        Yaşında",2. Kat,İstanbul , Sultanbeyli , Hasanpaşa Mah.,1,1,65
21.500,Kiralık Daire,"12
                        Yaşında",8. Kat,İstanbul , Küçükçekmece , Atakent Mah.,1,0,46
67.500,Kiralık Daire,"35
                        Yaşında",Kot 2,İstanbul , Beşiktaş , Kültür Mah.,3,1,120
75.000,Kiralık Daire,"15
                        Yaşında",4. Kat,İstanbul , Üsküdar , Çengelköy Mah.,4,1,240
58.000,Kiralık Daire,"20
                        Yaşında",Bahçe Katı,İstanbul , Bakırköy , Basınköy Mah.,3,1,155
27.500,Kiralık Daire,"30
                        Yaşında",2. Kat,İstanbul , Beyoğlu , Gümüşsuyu Mah.,1,1,45
25.000,Kiralık Daire,"1
                        Yaşında",1. Kat,İstanbul , Kağıthane , Telsizler Mah.,2,1,85
20.000,Kiralık Daire,"25
                        Yaşında",Çatı Katı,İstanbul , Bayrampaşa , Altıntepsi Mah.,3,1,110
20.000,Kiralık Daire,"20
                        Yaşında",5. Kat,İstanbul , Şişli , Gülbahar Mah.,2,1,85
290.000,Kiralık Residence,"20
                        Yaşında",Ara Kat,İstanbul , Şişli , Merkez Mah.,3,1,240
50.000,Kiralık Daire,"4
                        Yaşında",Yüksek Giriş,İstanbul , Şişli , Fulya Mah.,1,1,80
30.000,Kiralık Daire,"3
                        Yaşında",9. Kat,İstanbul , Çekmeköy , Sultançiftliği Mah.,2,1,90
30.000,Kiralık Daire,"3
                        Yaşında",9. Kat,İstanbul , Çekmeköy , Sultançiftliği Mah.,2,1,90
16.500,Kiralık Daire,"8
                        Yaşında",Bahçe Katı,İstanbul , Küçükçekmece , Yeni Mahalle Mah.,2,1,75
45.000,Kiralık Residence,"5
                        Yaşında",8. Kat,İstanbul , Kağıthane , Çeliktepe Mah.,2,1,98
30.000,Kiralık Daire,"33
                        Yaşında",Yüksek Giriş,İstanbul , Ataşehir , Fetih Mah.,2,1,98
18.000,Kiralık Daire,"3
                        Yaşında",2. Kat,İstanbul , Silivri , Yeni Mah.,2,1,89
39.500,Kiralık Daire,"10
                        Yaşında",Bahçe Katı,İstanbul , Sarıyer , Zekeriyaköy Mah.,1,1,70
22.000,Kiralık Daire,"6
                        Yaşında",1. Kat,İstanbul , Bayrampaşa , Muratpaşa Mah.,2,1,75
33.000,Kiralık Daire,"15
                        Yaşında",4. Kat,İstanbul , Başakşehir , Bahçeşehir 1. Kısım Mah.,2,1,120
40.000,Kiralık Daire,"17
                        Yaşında",1. Kat,İstanbul , Şişli , Esentepe Mah.,3,1,110
26.000,Kiralık Daire,"27
                        Yaşında",3. Kat,İstanbul , Beşiktaş , Dikilitaş Mah.,2,1,90
43.500,Kiralık Daire,"12
                        Yaşında",1. Kat,İstanbul , Maltepe , Aydınevler Mah.,3,1,135
37.000,Kiralık Daire,"8
                        Yaşında",19. Kat,İstanbul , Gaziosmanpaşa , Karadeniz Mah.,1,1,86
55.000,Kiralık Daire,"34
                        Yaşında",2. Kat,İstanbul , Ümraniye , Namık Kemal Mah.,3,1,150
21.000,Kiralık Daire,"27
                        Yaşında",1. Kat,İstanbul , Tuzla , Evliya Çelebi Mah.,3,1,140
110.000,Kiralık Daire,"10
                        Yaşında",Bahçe Katı,İstanbul , Sarıyer , Zekeriyaköy Mah.,2,1,165
37.000,Kiralık Daire,"25
                        Yaşında",3. Kat,İstanbul , Ümraniye , İnkılap Mah.,3,1,135
30.000,Kiralık Daire,"28
                        Yaşında",Yüksek Giriş,İstanbul , Sarıyer , Ferahevler Mah.,2,1,90
30.000,Kiralık Daire,"10
                        Yaşında",6. Kat,İstanbul , Kağıthane , Yahya Kemal Mah.,1,0,60
65.000,Kiralık Daire,"6
                        Yaşında",8. Kat,İstanbul , Kadıköy , Merdivenköy Mah.,3,1,125
48.000,Kiralık Daire,Sıfır Bina,4. Kat,İstanbul , Üsküdar , Sultantepe Mah.,1,1,60
38.000,Kiralık Daire,Sıfır Bina,2. Kat,İstanbul , Bahçelievler , Şirinevler Mah.,2,1,110
40.000,Kiralık Daire,"20
                        Yaşında",4. Kat,İstanbul , Kağıthane , Çeliktepe Mah.,3,1,120
40.000,Kiralık Daire,"40
                        Yaşında",4. Kat,İstanbul , Şişli , Fulya Mah.,2,1,90
18.500,Kiralık Daire,"29
                        Yaşında",4. Kat,İstanbul , Küçükçekmece , Halkalı Merkez Mah.,1,1,58
25.000,Kiralık Daire,"25
                        Yaşında",3. Kat,İstanbul , Beykoz , Soğuksu Mah.,2,1,80
20.000,Kiralık Daire,"26
                        Yaşında",2. Kat,İstanbul , Sultangazi , Esentepe Mah.,3,1,130
15.000,Kiralık Daire,"30
                        Yaşında",Bahçe Katı,İstanbul , Güngören , Güven Mah.,1,1,70
40.000,Kiralık Daire,"20
                        Yaşında",5. Kat,İstanbul , Şişli , Fulya Mah.,3,1,130
70.000,Kiralık Daire,"25
                        Yaşında",2. Kat,İstanbul , Sarıyer , Kireçburnu Mah.,3,1,180
25.000,Kiralık Daire,"4
                        Yaşında",1. Kat,İstanbul , Küçükçekmece , Cennet Mah.,1,1,68
20.000,Kiralık Daire,"40
                        Yaşında",2. Kat,İstanbul , Fatih , Şehremini Mah.,2,1,90
33.000,Kiralık Daire,"5
                        Yaşında",1. Kat,İstanbul , Kadıköy , Caferağa Mah.,1,0,45
37.000,Kiralık Daire,"7
                        Yaşında",Ara Kat,İstanbul , Kartal , Soğanlık Yeni Mah.,1,1,75
35.000,Kiralık Daire,"11
                        Yaşında",5. Kat,İstanbul , Pendik , Yeni Mah.,2,1,105
30.000,Kiralık Daire,"35
                        Yaşında",2. Kat,İstanbul , Bayrampaşa , Altıntepsi Mah.,2,1,100
15.000,Kiralık Daire,"16
                        Yaşında",Bahçe Katı,İstanbul , Zeytinburnu , Nuripaşa Mah.,2,1,65
28.900,Kiralık Daire,"26
                        Yaşında",8. Kat,İstanbul , Ümraniye , Tatlısu Mah.,3,1,135
34.000,Kiralık Daire,"15
                        Yaşında",1. Kat,İstanbul , Kartal , Gümüşpınar Mah.,3,1,150
48.000,Kiralık Daire,"15
                        Yaşında",1. Kat,İstanbul , Bahçelievler , Bahçelievler Mah.,2,1,91
43.000,Kiralık Daire,"5
                        Yaşında",Zemin,İstanbul , Kadıköy , Caferağa Mah.,1,1,60
80.000,Kiralık Daire,"6
                        Yaşında",8. Kat,İstanbul , Kadıköy , Fenerbahçe Mah.,2,1,85
46.000,Kiralık Daire,"16
                        Yaşında",Villa Katı,İstanbul , Beylikdüzü , Barış Mah.,5,1,240
34.750,Kiralık Daire,"10
                        Yaşında",5. Kat,İstanbul , Silivri , Selimpaşa Mah.,3,1,350
25.000,Kiralık Daire,"28
                        Yaşında",3. Kat,İstanbul , Kağıthane , Ortabayır Mah.,2,1,110
18.000,Kiralık Daire,"7
                        Yaşında",8. Kat,İstanbul , Esenyurt , Güzelyurt Mah.,1,1,60
125.000,Kiralık Daire,"30
                        Yaşında",3. Kat,İstanbul , Şişli , Teşvikiye Mah.,3,1,250
15.000,Kiralık Daire,"40
                        Yaşında",Giriş Katı,İstanbul , Fatih , Koca Mustafapaşa Mah.,1,1,75
18.000,Kiralık Daire,"17
                        Yaşında",Bahçe Katı,İstanbul , Çekmeköy , Merkez Mah.,2,1,90
79.000,Kiralık Daire,"28
                        Yaşında",10. Kat,İstanbul , Kadıköy , Fenerbahçe Mah.,3,1,190
120.000,Kiralık Daire,"8
                        Yaşında",14. Kat,İstanbul , Sarıyer , Maslak Mah.,4,1,240
17.000,Kiralık Daire,"40
                        Yaşında",2. Kat,İstanbul , Fatih , Silivrikapı Mah.,2,1,85
25.000,Kiralık Daire,"8
                        Yaşında",Çatı Katı,İstanbul , Bahçelievler , Şirinevler Mah.,2,1,88
63.000,Kiralık Daire,"24
                        Yaşında",5. Kat,İstanbul , Maltepe , Feyzullah Mah.,4,1,220
25.000,Kiralık Daire,"4
                        Yaşında",1. Kat,İstanbul , Küçükçekmece , Cumhuriyet Mah.,2,1,90
60.000,Kiralık Daire,"3
                        Yaşında",21 ve üzeri,İstanbul , Sarıyer , Maslak Mah.,1,1,119
250.000,Kiralık Villa,"15
                        Yaşında",,İstanbul , Beykoz , Acarlar Mah.,5,1,450
25.000,Kiralık Daire,"30
                        Yaşında",5. Kat,İstanbul , Şişli , Gülbahar Mah.,2,1,95
25.000,Kiralık Daire,"8
                        Yaşında",3. Kat,İstanbul , Maltepe , Fındıklı Mah.,2,1,120
65.000,Kiralık Daire,"28
                        Yaşında",Yüksek Giriş,İstanbul , Kadıköy , Caddebostan Mah.,2,1,125
60.000,Kiralık Residence,Sıfır Bina,5. Kat,İstanbul , Şişli , Merkez Mah.,1,1,65
70.000,Kiralık Daire,Sıfır Bina,6. Kat,İstanbul , Beşiktaş , Dikilitaş Mah.,3,1,165
280.000,Kiralık Daire,"15
                        Yaşında",En Üst Kat,İstanbul , Bakırköy , Şenlikköy Mah.,6,2,580
17.500,Kiralık Daire,"20
                        Yaşında",Yüksek Giriş,İstanbul , Tuzla , Yayla Mah.,1,1,70
130.000,Kiralık Daire,Sıfır Bina,Bahçe Katı,İstanbul , Eyüpsultan , Mimar Sinan Mah.,3,1,156
34.000,Kiralık Residence,"7
                        Yaşında",5. Kat,İstanbul , Kağıthane , Merkez Mah.,1,1,44
40.000,Kiralık Daire,"30
                        Yaşında",1. Kat,İstanbul , Bakırköy , Kartaltepe Mah.,3,1,120
250.000,Kiralık Villa,"12
                        Yaşında",,İstanbul , Şile , Çavuş Mah.,6,1,200
24.500,Kiralık Daire,"7
                        Yaşında",Yüksek Giriş,İstanbul , Kağıthane , Çağlayan Mah.,2,1,65
34.000,Kiralık Residence,"10
                        Yaşında",2. Kat,İstanbul , Şişli , Cumhuriyet Mah.,1,123,50
160.000,Kiralık Residence,"5
                        Yaşında",21 ve üzeri,İstanbul , Beşiktaş , Levent Mah.,2,1,260
35.000,Kiralık Residence,"7
                        Yaşında",5. Kat,İstanbul , Maltepe , Cevizli Mah.,2,1,75
37.000,Kiralık Daire,"15
                        Yaşında",2. Kat,İstanbul , Şişli , Halide Edip Adıvar Mah.,3,1,140
25.000,Kiralık Daire,"17
                        Yaşında",Yarı Bodrum,İstanbul , Beşiktaş , Abbasağa Mah.,1,1,65
18.000,Kiralık Daire,"9
                        Yaşında",Giriş Katı,İstanbul , Kağıthane , Yeşilce Mah.,1,1,60
23.500,Kiralık Daire,"21
                        Yaşında",Bahçe Katı,İstanbul , Maltepe , Altıntepe Mah.,3,1,140
22.000,Kiralık Müstakil Ev,"10
                        Yaşında",,İstanbul , Beykoz , Çiğdem Mah.,1,1,80
105.000,Kiralık Daire,"31
                        Yaşında",6. Kat,İstanbul , Beşiktaş , Bebek Mah.,3,1,135
37.500,Kiralık Daire,"3
                        Yaşında",12. Kat,İstanbul , Bahçelievler , Bahçelievler Mah.,1,1,77
21.000,Kiralık Residence,"10
                        Yaşında",2. Kat,İstanbul , Küçükçekmece , Kartaltepe Mah.,1,0,55
41.000,Kiralık Daire,"25
                        Yaşında",1. Kat,İstanbul , Kağıthane , Çeliktepe Mah.,2,1,105
25.000,Kiralık Daire,"40
                        Yaşında",5. Kat,İstanbul , Bakırköy , Kartaltepe Mah.,3,1,90
30.000,Kiralık Daire,"40
                        Yaşında",3. Kat,İstanbul , Bakırköy , Kartaltepe Mah.,3,1,120
35.000,Kiralık Daire,"7
                        Yaşında",3. Kat,İstanbul , Ataşehir , Örnek Mah.,2,1,110
125.000,Kiralık Daire,"26
                        Yaşında",2. Kat,İstanbul , Beykoz , Anadolu Hisarı Mah.,2,1,125
21.000,Kiralık Daire,Sıfır Bina,3. Kat,İstanbul , Arnavutköy , Hadımköy Mah.,3,1,110
35.000,Kiralık Daire,"45
                        Yaşında",Yüksek Giriş,İstanbul , Bakırköy , Sakızağacı Mah.,3,1,150
43.000,Kiralık Daire,"25
                        Yaşında",3. Kat,İstanbul , Beylikdüzü , Cumhuriyet Mah.,3,1,176
30.000,Kiralık Daire,Sıfır Bina,Ara Kat,İstanbul , Eyüpsultan , Göktürk Merkez Mah.,1,0,51
16.000,Kiralık Daire,"8
                        Yaşında",3. Kat,İstanbul , Kağıthane , Hamidiye Mah.,1,1,60
40.000,Kiralık Residence,"5
                        Yaşında",11. Kat,İstanbul , Kağıthane , Sultan Selim Mah.,2,1,80
27.000,Kiralık Daire,"20
                        Yaşında",1. Kat,İstanbul , Şişli , Mecidiyeköy Mah.,2,1,85
26.000,Kiralık Daire,"22
                        Yaşında",Ara Kat,İstanbul , Pendik , Yenişehir Mah.,3,1,120
30.000,Kiralık Daire,"21
                        Yaşında",5. Kat,İstanbul , Sarıyer , Bahçeköy Kemer Mah.,3,1,120
40.000,Kiralık Daire,"28
                        Yaşında",4. Kat,İstanbul , Kadıköy , Feneryolu Mah.,3,1,140
27.000,Kiralık Daire,"4
                        Yaşında",19. Kat,İstanbul , Kartal , Cevizli Mah.,1,0,41
140.000,Kiralık Daire,"20
                        Yaşında",2. Kat,İstanbul , Üsküdar , Acıbadem Mah.,4,1,200
50.000,Kiralık Daire,"28
                        Yaşında",4. Kat,İstanbul , Sarıyer , İstinye Mah.,3,1,150
42.000,Kiralık Daire,"38
                        Yaşında",2. Kat,İstanbul , Kadıköy , 19 Mayıs Mah.,3,1,120
25.000,Kiralık Daire,"10
                        Yaşında",4. Kat,İstanbul , Kağıthane , Çağlayan Mah.,2,1,80
140.000,Kiralık Daire,"30
                        Yaşında",1. Kat,İstanbul , Beşiktaş , Nisbetiye Mah.,4,1,200
120.000,Kiralık Daire,Sıfır Bina,3. Kat,İstanbul , Şişli , Teşvikiye Mah.,3,1,120
18.000,Kiralık Daire,"40
                        Yaşında",Giriş Katı,İstanbul , Şişli , Yayla Mah.,2,0,110
140.000,Kiralık Daire,"15
                        Yaşında",2. Kat,İstanbul , Kadıköy , Caferağa Mah.,4,1,180
40.000,Kiralık Daire,"35
                        Yaşında",1. Kat,İstanbul , Şişli , Fulya Mah.,3,1,150
24.000,Kiralık Daire,"4
                        Yaşında",4. Kat,İstanbul , Maltepe , Fındıklı Mah.,1,1,50
32.000,Kiralık Daire,"9
                        Yaşında",2. Kat,İstanbul , Ataşehir , İçerenköy Mah.,2,1,85
20.000,Kiralık Daire,"16
                        Yaşında",4. Kat,İstanbul , Bahçelievler , Zafer Mah.,2,1,80
28.000,Kiralık Daire,"25
                        Yaşında",Ara Kat,İstanbul , Üsküdar , Zeynep Kamil Mah.,3,1,90
18.000,Kiralık Daire,"30
                        Yaşında",Yüksek Giriş,İstanbul , Beyoğlu , Yenişehir Mah.,2,1,80
24.000,Kiralık Daire,"8
                        Yaşında",7. Kat,İstanbul , Pendik , Fevzi Çakmak Mah.,2,1,85
25.000,Kiralık Daire,"23
                        Yaşında",Giriş Katı,İstanbul , Beşiktaş , Dikilitaş Mah.,2,1,70
40.000,Kiralık Daire,"45
                        Yaşında",Kot 1,İstanbul , Şişli , Teşvikiye Mah.,2,1,80
31.000,Kiralık Daire,"17
                        Yaşında",3. Kat,İstanbul , Küçükçekmece , Gültepe Mah.,3,2,180
25.000,Kiralık Daire,Sıfır Bina,3. Kat,İstanbul , Büyükçekmece , Atatürk Mah.,3,1,100
30.000,Kiralık Daire,Sıfır Bina,Giriş Katı,İstanbul , Avcılar , Merkez Mah.,3,1,150
42.500,Kiralık Daire,"23
                        Yaşında",3. Kat,İstanbul , Maltepe , Altayçeşme Mah.,3,1,140
15.000,Kiralık Daire,"30
                        Yaşında",Yüksek Giriş,İstanbul , Avcılar , Merkez Mah.,2,1,105
31.000,Kiralık Daire,"9
                        Yaşında",Yüksek Giriş,İstanbul , Kağıthane , Ortabayır Mah.,2,1,80
25.000,Kiralık Daire,"25
                        Yaşında",Yüksek Giriş,İstanbul , Tuzla , Cami Mah.,2,1,90
55.000,Kiralık Daire,"5
                        Yaşında",2. Kat,İstanbul , Kadıköy , Caferağa Mah.,1,1,60
35.000,Kiralık Daire,"29
                        Yaşında",Ara Kat,İstanbul , Beyoğlu , Cihangir Mah.,1,0,66
18.000,Kiralık Daire,"30
                        Yaşında",3. Kat,İstanbul , Ataşehir , İnönü Mah.,2,1,82
35.000,Kiralık Daire,"25
                        Yaşında",Ara Kat,İstanbul , Beşiktaş , Yıldız Mah.,3,1,140
18.000,Kiralık Daire,"22
                        Yaşında",1. Kat,İstanbul , Şişli , Mecidiyeköy Mah.,2,1,80
38.000,Kiralık Daire,Sıfır Bina,5. Kat,İstanbul , Maltepe , Küçükyalı Mah.,1,1,60
39.000,Kiralık Daire,"40
                        Yaşında",4. Kat,İstanbul , Bahçelievler , Bahçelievler Mah.,3,1,140
25.000,Kiralık Daire,"30
                        Yaşında",Bahçe Katı,İstanbul , Sarıyer , Yeniköy Mah.,1,1,74
43.000,Kiralık Daire,"29
                        Yaşında",2. Kat,İstanbul , Sarıyer , Cumhuriyet Mah.,3,1,150
50.000,Kiralık Daire,"40
                        Yaşında",2. Kat,İstanbul , Şişli , Teşvikiye Mah.,2,1,100
24.000,Kiralık Daire,"4
                        Yaşında",1. Kat,İstanbul , Kartal , Cumhuriyet Mah.,2,1,80
25.000,Kiralık Daire,"40
                        Yaşında",3. Kat,İstanbul , Fatih , Mevlanakapı Mah.,2,1,80
36.000,Kiralık Daire,"21
                        Yaşında",11. Kat,İstanbul , Kağıthane , Merkez Mah.,3,1,120
23.000,Kiralık Daire,Sıfır Bina,2. Kat,İstanbul , Büyükçekmece , Fatih Mah.,2,1,80
33.000,Kiralık Daire,"3
                        Yaşında",2. Kat,İstanbul , Büyükçekmece , Pınartepe Mah.,2,1,110
18.000,Kiralık Daire,"10
                        Yaşında",Yüksek Giriş,İstanbul , Fatih , Seyyid Ömer Mah.,1,1,65
60.000,Kiralık Daire,"28
                        Yaşında",4. Kat,İstanbul , Beşiktaş , Etiler Mah.,2,1,85
360.000,Kiralık Daire,"7
                        Yaşında",Bahçe Katı,İstanbul , Sarıyer , Pınar Mah.,6,1,450
45.500,Kiralık Daire,"404
                        Yaşında",4. Kat,İstanbul , Beşiktaş , Gayrettepe Mah.,3,1,125
26.500,Kiralık Daire,"45
                        Yaşında",4. Kat,İstanbul , Maltepe , Altıntepe Mah.,2,1,106
24.500,Kiralık Daire,"11
                        Yaşında",5. Kat,İstanbul , Pendik , Orta Mah.,4,0,200
43.000,Kiralık Daire,"7
                        Yaşında",3. Kat,İstanbul , Beşiktaş , Dikilitaş Mah.,1,1,47
32.500,Kiralık Daire,"32
                        Yaşında",3. Kat,İstanbul , Bakırköy , Kartaltepe Mah.,3,1,110
24.000,Kiralık Daire,"4
                        Yaşında",1. Kat,İstanbul , Çekmeköy , Mimar Sinan Mah.,2,1,90
170.000,Kiralık Daire,"30
                        Yaşında",Bahçe Katı,İstanbul , Beşiktaş , Yıldız Mah.,4,1,240
95.000,Kiralık Daire,"35
                        Yaşında",2. Kat,İstanbul , Beşiktaş , Levazım Mah.,3,1,175
25.500,Kiralık Daire,"32
                        Yaşında",4. Kat,İstanbul , Maltepe , Altıntepe Mah.,1,1,67
50.000,Kiralık Residence,"15
                        Yaşında",3. Kat,İstanbul , Şişli , Cumhuriyet Mah.,1,1,70
40.000,Kiralık Daire,"40
                        Yaşında",2. Kat,İstanbul , Kadıköy , Merdivenköy Mah.,3,1,110
26.000,Kiralık Daire,"50
                        Yaşında",Zemin,İstanbul , Şişli , Bozkurt Mah.,2,1,75
